"report-file-3"
"Iteration" "exit-velocity"
("Iteration" "exit-velocity")
20094 685.8829271499502
20095 685.8835063885575
20096 685.8840855646424
20097 685.8846646784424
20098 685.8852437301421
20099 685.8858227199399
20100 685.8864016479537
20101 685.886980514364
20102 685.8875593193117
20103 685.8881380629408
20104 685.8887167454124
20105 685.8892953668905
20106 685.8898739275561
20107 685.8904524275582
20108 685.8910308669881
20109 685.891609245887
20110 685.8921875642538
20111 685.8927658219991
20112 685.8933440190231
20113 685.8939221551594
20114 685.8945002302685
20115 685.8950782441681
20116 685.8956561966714
20117 685.8962340876406
20118 685.8968119169515
20119 685.8973896845478
20120 685.8979673904763
20121 685.8985450349526
20122 685.8991226182259
20123 685.8997001404274
20124 685.9002776014115
20125 685.9008550006494
20126 685.9014323371017
20127 685.9020096092181
20128 685.9025868150496
20129 685.9031639523107
20130 685.9037410185538
20131 685.9043180113438
20132 685.9048949284909
20133 685.9054717681292
20134 685.9060485288379
20135 685.9066252097965
20136 685.9072018107444
20137 685.9077783319593
20138 685.9083547742835
20139 685.9089311389732
20140 685.9095074276753
20141 685.9100836422693
20142 685.9106597848252
20143 685.9112358574779
20144 685.9118118623416
20145 685.9123878014542
20146 685.9129636767351
20147 685.9135394899138
20148 685.9141152425186
20149 685.9146909358886
20150 685.9152665711465
20151 685.91584214922
20152 685.9164176708304
20153 685.9169931365604
20154 685.9175685468319
20155 685.9181439019242
20156 685.9187192020574
20157 685.9192944473218
20158 685.9198696377625
20159 685.9204447733479
20160 685.9210198540604
20161 685.9215948798542
20162 685.9221698509069
20163 685.9227447674597
20164 685.9233196298951
20165 685.9238944386152
20166 685.924469193822
20167 685.9250438953969
20168 685.9256185428807
20169 685.9261931354962
20170 685.9267676723721
20171 685.9273421525681
20172 685.9279165752263
20173 685.9284909396754
20174 685.9290652454165
20175 685.9296394921712
20176 685.9302136798569
20177 685.9307878085489
20178 685.9313618784562
20179 685.9319358898123
20180 685.9325098429655
20181 685.9330837383357
20182 685.9336575765573
20183 685.9342313583933
20184 685.9348050845841
20185 685.9353787556936
20186 685.9359523720371
20187 685.9365259335511
20188 685.937099439882
20189 685.9376728904026
20190 685.9382462842397
20191 685.9388196204962
20192 685.9393928982963
20193 685.9399661168974
20194 685.9405392756044
20195 685.9411123738735
20196 685.941685411265
20197 685.9422583875303
20198 685.9428313025178
20199 685.9434041562066
20200 685.9439769486328
20201 685.94454967991
20202 685.9451223501751
20203 685.9456949595543
20204 685.9462675082066
20205 685.9468399962915
20206 685.9474124239039
20207 685.9479847912023
20208 685.9485570982683
20209 685.9491293451993
20210 685.949701532094
20211 685.9502736590125
20212 685.9508457260457
20213 685.9514177332571
20214 685.951989680692
20215 685.9525615684146
20216 685.9531333964924
20217 685.9537051649527
20218 685.9542768738507
20219 685.9548485232308
20220 685.9554201131281
20221 685.9559916444407
20222 685.956563118189
20223 685.9571345333488
20224 685.9577058897214
20225 685.9582771871544
20226 685.9588484255304
20227 685.9594196047398
20228 685.9599907246987
20229 685.9605617853206
20230 685.961132786555
20231 685.961703728354
20232 685.9622746106771
20233 685.9628454334875
20234 685.9634161967917
20235 685.9639869005555
20236 685.9645575448028
20237 685.9651281295461
20238 685.9656986547993
20239 685.9662691206144
20240 685.9668395270336
20241 685.9674098740898
20242 685.9679801618421
20243 685.9685503903596
20244 685.9691205596773
20245 685.9696906698697
20246 685.9702607209751
20247 685.9708307130413
20248 685.971400646106
20249 685.9719705202054
20250 685.9725403353607
20251 685.9731100915901
20252 685.9736797888983
20253 685.9742494272887
20254 685.9748190067411
20255 685.9753885272598
20256 685.975957988813
20257 685.9765273913692
20258 685.9770967348967
20259 685.9776660193742
20260 685.9782352447755
20261 685.9788044110475
20262 685.9793735181944
20263 685.9799425661392
20264 685.9805115549117
20265 685.9810804844362
20266 685.9816493547253
20267 685.9822181657355
20268 685.9827869174579
20269 685.9833556098591
20270 685.983924242948
20271 685.9844928166764
20272 685.9850613310507
20273 685.9856297860608
20274 685.9861981816701
20275 685.9867665178714
20276 685.9873347946698
20277 685.9879030120294
20278 685.9884711699666
20279 685.9890392684555
20280 685.9896073075035
20281 685.9901752870752
20282 685.9907432072038
20283 685.9913110678718
20284 685.9918788690693
20285 685.9924466107932
20286 685.9930142930734
20287 685.9935819158661
20288 685.9941494792239
20289 685.9947169831072
20290 685.9952844275614
20291 685.9958518125489
20292 685.9964191381181
20293 685.9969864042467
20294 685.9975536109728
20295 685.9981207582881
20296 685.9986878462222
20297 685.9992548747758
20298 685.9998218439799
20299 686.0003887538302
20300 686.0009556043715
20301 686.0015223955983
20302 686.0020891275234
20303 686.0026558001774
20304 686.0032224135457
20305 686.003788967662
20306 686.0043554625155
20307 686.0049218981246
20308 686.0054882744921
20309 686.0060545916214
20310 686.0066208495016
20311 686.007187048121
20312 686.0077531874724
20313 686.0083192675896
20314 686.0088852884298
20315 686.0094512500337
20316 686.0100171523792
20317 686.010582995474
20318 686.0111487785348
20319 686.0117145022381
20320 686.0122801666297
20321 686.0128457717151
20322 686.0134113174936
20323 686.0139768039322
20324 686.0145422310064
20325 686.0151075986663
20326 686.0156729068709
20327 686.0162381555822
20328 686.0168033447488
20329 686.0173684743554
20330 686.0179335443227
20331 686.018498554684
20332 686.0190635053605
20333 686.0196283963742
20334 686.0201932276954
20335 686.0207579993398
20336 686.0213227113081
20337 686.0218873635952
20338 686.0224519562258
20339 686.023016489225
20340 686.0235809626123
20341 686.0241453764139
20342 686.0247097306623
20343 686.0252740254065
20344 686.0258382606893
20345 686.0264024365729
20346 686.0269665531015
20347 686.0275306103657
20348 686.0280946084156
20349 686.0286585473191
20350 686.0292224271481
20351 686.0297862479757
20352 686.0303500098573
20353 686.0309137128339
20354 686.0314773569434
20355 686.0320409422101
20356 686.0326044686307
20357 686.0331679361962
20358 686.0337313448872
20359 686.0342946946591
20360 686.0348579854422
20361 686.0354212171926
20362 686.0359843898096
20363 686.0365475032444
20364 686.037110557376
20365 686.0376735521398
20366 686.0382364874467
20367 686.0387993632309
20368 686.0393621794099
20369 686.039924935919
20370 686.0404876327023
20371 686.0410502697122
20372 686.0416128469237
20373 686.0421753643162
20374 686.0427378218482
20375 686.0433002195354
20376 686.043862557371
20377 686.0444248353656
20378 686.0449870535365
20379 686.0455492119416
20380 686.046111310584
20381 686.0466733495385
20382 686.0472353288591
20383 686.0477972486066
20384 686.048359108883
20385 686.0489209097734
20386 686.0494826513954
20387 686.0500443338904
20388 686.050605957371
20389 686.0511675219321
20390 686.0517290276224
20391 686.0522904744536
20392 686.0528518623721
20393 686.0534131912831
20394 686.0539744610503
20395 686.0545356715195
20396 686.0550968225541
20397 686.0556579139861
20398 686.0562189457052
20399 686.0567799176232
20400 686.0573408297241
20401 686.0579016820168
20402 686.0584624746397
20403 686.059023207718
20404 686.0595838814622
20405 686.0601444960885
20406 686.0607050518297
20407 686.0612655489203
20408 686.0618259875852
20409 686.0623863680158
20410 686.062946690393
20411 686.0635069548499
20412 686.0640671614931
20413 686.0646273103583
20414 686.0651874015127
20415 686.0657474349125
20416 686.0663074105594
20417 686.0668673283683
20418 686.0674271882888
20419 686.0679869902125
20420 686.0685467340777
20421 686.0691064198102
20422 686.0696660473067
20423 686.0702256165234
20424 686.0707851273806
20425 686.0713445798481
20426 686.0719039738663
20427 686.0724633094173
20428 686.0730225864758
20429 686.0735818050553
20430 686.0741409651577
20431 686.0747000667901
20432 686.0752591099777
20433 686.0758180947383
20434 686.0763770211039
20435 686.0769358890813
20436 686.0774946987115
20437 686.078053450003
20438 686.0786121429542
20439 686.0791707776141
20440 686.0797293539425
20441 686.0802878719716
20442 686.0808463316828
20443 686.0814047331075
20444 686.0819630762079
20445 686.0825213609922
20446 686.0830795874654
20447 686.0836377556215
20448 686.084195865461
20449 686.0847539169714
20450 686.0853119101638
20451 686.0858698450115
20452 686.08642772154
20453 686.0869855397145
20454 686.0875432995794
20455 686.0881010010934
20456 686.0886586442888
20457 686.0892162291586
20458 686.0897737557146
20459 686.0903312239744
20460 686.0908886339554
20461 686.0914459856729
20462 686.0920032791686
20463 686.0925605144243
20464 686.0931176915215
20465 686.0936748104331
20466 686.0942318711759
20467 686.0947888737405
20468 686.0953458181484
20469 686.0959027043955
20470 686.0964595324664
20471 686.0970163023985
20472 686.0975730141382
20473 686.0981296676841
20474 686.098686262992
20475 686.0992428000526
20476 686.0997992788074
20477 686.1003556992633
20478 686.1009120613539
20479 686.1014683650815
20480 686.1020246103959
20481 686.1025807973105
20482 686.1031369258091
20483 686.1036929958971
20484 686.1042490075714
20485 686.1048049608413
20486 686.1053608557456
20487 686.1059166923052
20488 686.1064724705269
20489 686.107028190452
20490 686.1075838521166
20491 686.1081394555599
20492 686.108695000803
20493 686.1092504878878
20494 686.1098059168478
20495 686.1103612877196
20496 686.1109166008976
20497 686.1114718561271
20498 686.1120270533914
20499 686.1125821927136
20500 686.1131372741045
20501 686.1136922975667
20502 686.1142472631243
20503 686.1148021707702
20504 686.1153570205406
20505 686.1159118124368
20506 686.1164665464661
20507 686.1170212226348
20508 686.1175758409552
20509 686.1181304014212
20510 686.1186849040414
20511 686.1192393488288
20512 686.1197937357732
20513 686.1203480648747
20514 686.1209023361355
20515 686.1214565495771
20516 686.1220107051566
20517 686.1225648029093
20518 686.1231188428191
20519 686.1236728249057
20520 686.1242267491713
20521 686.1247806156202
20522 686.1253344242847
20523 686.1258881751697
20524 686.1264418683113
20525 686.1269955037204
20526 686.1275490814314
20527 686.1281026014651
20528 686.1286560638436
20529 686.1292094685725
20530 686.1297628156779
20531 686.130316105167
20532 686.1308693370322
20533 686.1314225112729
20534 686.1319756279157
20535 686.1325286869144
20536 686.1330816883032
20537 686.1336346320401
20538 686.1341875181498
20539 686.1347403465991
20540 686.1352931173925
20541 686.1358458305509
20542 686.1363984860403
20543 686.1369510838938
20544 686.1375036241176
20545 686.1380561067143
20546 686.1386085316966
20547 686.1391608990905
20548 686.1397132089027
20549 686.1402654611552
20550 686.1408176558928
20551 686.1413697930938
20552 686.141921872802
20553 686.1424738950428
20554 686.1430258633118
20555 686.1435777799554
20556 686.1441296450507
20557 686.1446814582544
20558 686.1452332190994
20559 686.1457849266723
20560 686.1463365797309
20561 686.1468881769438
20562 686.147439717072
20563 686.1479911991196
20564 686.1485426223467
20565 686.1490939862932
20566 686.1496452907359
20567 686.1501965356413
20568 686.1507477211007
20569 686.1512988472805
20570 686.1518499144062
20571 686.1524009227003
20572 686.1529518723855
20573 686.1535027636777
20574 686.1540535967042
20575 686.1546043716006
20576 686.1551550884482
20577 686.155705747317
20578 686.156256348262
20579 686.1568068913305
20580 686.1573573766138
20581 686.1579078041283
20582 686.1584581739548
20583 686.1590084860931
20584 686.1595587405803
20585 686.160108937367
20586 686.1606590763947
20587 686.1612091575197
20588 686.1617591805999
20589 686.1623091454927
20590 686.162859052053
20591 686.1634089002132
20592 686.1639586898987
20593 686.1645084212298
20594 686.1650580942883
20595 686.1656077092855
20596 686.1661572664802
20597 686.1667067661431
20598 686.1672562085653
20599 686.1678055940232
20600 686.168354922749
20601 686.1689041949649
20602 686.1694534107974
20603 686.1700025703358
20604 686.1705516736367
20605 686.1711007206426
20606 686.1716497113389
20607 686.1721986456046
20608 686.1727475233542
20609 686.173296344458
20610 686.1738451087991
20611 686.1743938162572
20612 686.1749424667378
20613 686.1754910601765
20614 686.1760395964932
20615 686.1765880756722
20616 686.1771364976848
20617 686.1776848625527
20618 686.1782331702703
20619 686.178781420901
20620 686.1793296144574
20621 686.179877750998
20622 686.1804258305932
20623 686.1809738533052
20624 686.1815218191963
20625 686.1820697283374
20626 686.182617580789
20627 686.1831653766219
20628 686.183713115872
20629 686.1842607986059
20630 686.1848084248682
20631 686.1853559946811
20632 686.1859035080972
20633 686.1864509651083
20634 686.1869983657606
20635 686.1875457100485
20636 686.1880929979695
20637 686.188640229511
20638 686.189187404672
20639 686.1897345234279
20640 686.1902815857443
20641 686.1908285916018
20642 686.1913755409419
20643 686.1919224337209
20644 686.1924692699163
20645 686.1930160494545
20646 686.1935627722897
20647 686.1941094383789
20648 686.1946560476559
20649 686.1952026000932
20650 686.1957490956676
20651 686.1962955343547
20652 686.196841916162
20653 686.1973882410956
20654 686.197934509177
20655 686.1984807204038
20656 686.1990268748041
20657 686.1995729723776
20658 686.2001190131213
20659 686.2006649970323
20660 686.2012109240693
20661 686.2017567942432
20662 686.2023026074859
20663 686.202848363784
20664 686.2033940630969
20665 686.2039397053946
20666 686.2044852906525
20667 686.2050308188292
20668 686.2055762899315
20669 686.206121703921
20670 686.2066670608153
20671 686.2072123605858
20672 686.2077576032433
20673 686.2083027888059
20674 686.2088479172587
20675 686.2093929886476
20676 686.2099380029672
20677 686.2104829602462
20678 686.211027860513
20679 686.2115727037875
20680 686.2121174900896
20681 686.2126622194494
20682 686.2132068918925
20683 686.2137515074495
20684 686.2142960661371
20685 686.2148405679583
20686 686.2153850129752
20687 686.2159294011697
20688 686.2164737325824
20689 686.2170180072109
20690 686.2175622250878
20691 686.2181063862345
20692 686.2186504906622
20693 686.2191945384196
20694 686.2197385295005
20695 686.2202824639628
20696 686.220826341837
20697 686.2213701631716
20698 686.2219139279795
20699 686.2224576363612
20700 686.2230012883307
20701 686.2235448834225
20702 686.2240884200988
20703 686.2246318963967
20704 686.2251753108985
20705 686.2257186636741
20706 686.2262619564121
20707 686.2268051919509
20708 686.2273483735459
20709 686.2278915043242
20710 686.2284345867425
20711 686.2289776224366
20712 686.229520612181
20713 686.2300635559897
20714 686.2306064532687
20715 686.2311493030198
20716 686.2316921040363
20717 686.23223485505
20718 686.2327775547974
20719 686.2333202021647
20720 686.2338627961668
20721 686.2344053360201
20722 686.2349478210757
20723 686.2354902508455
20724 686.2360326249866
20725 686.236574943243
20726 686.2371172054613
20727 686.2376594098482
20728 686.2382015590274
20729 686.2387436566758
20730 686.2392857044969
20731 686.2398277020774
20732 686.240369647528
20733 686.2409115384726
20734 686.2414533728883
20735 686.2419951493443
20736 686.2425368671933
20737 686.2430785263159
20738 686.243620127014
20739 686.2441616697002
20740 686.2447031548309
20741 686.2452445828317
20742 686.2457859540191
20743 686.2463272686408
20744 686.2468685268661
20745 686.2474097288349
20746 686.247950874625
20747 686.2484919643258
20748 686.2490329979864
20749 686.2495739756502
20750 686.2501148973658
20751 686.2506557628645
20752 686.2511965719117
20753 686.2517373233811
20754 686.252278015348
20755 686.2528186456166
20756 686.2533592123683
20757 686.2538997147676
20758 686.2544401527094
20759 686.254980526855
20760 686.2555208385453
20761 686.2560610897699
20762 686.2566012828901
20763 686.2571414204102
20764 686.2576815058294
20765 686.2582215474548
20766 686.2587615463109
20767 686.259301503271
20768 686.2598414184056
20769 686.2603812910196
20770 686.2609211198725
20771 686.2614609034438
20772 686.2620006401024
20773 686.2625403284995
20774 686.2630799674801
20775 686.2636195562186
20776 686.2641590939749
20777 686.2646985801238
20778 686.2652380140814
20779 686.2657773953149
20780 686.266316723331
20781 686.2668559975721
20782 686.2673952174118
20783 686.267934382161
20784 686.2684734911311
20785 686.2690125436652
20786 686.2695515392079
20787 686.2700904773361
20788 686.2706293577612
20789 686.2711681804601
20790 686.2717069458441
20791 686.2722456541348
20792 686.2727843055538
20793 686.2733229008056
20794 686.2738614410292
20795 686.2743999275767
20796 686.2749383617225
20797 686.275476744509
20798 686.2760150766558
20799 686.2765533584494
20800 686.2770915898299
20801 686.277629770408
20802 686.27816789973
20803 686.2787059769515
20804 686.2792440011704
20805 686.279781971598
20806 686.2803198874901
20807 686.2808577482239
20808 686.2813955532699
20809 686.2819333021909
20810 686.2824709946772
20811 686.2830086305195
20812 686.2835462095966
20813 686.2840837318798
20814 686.2846211974139
20815 686.2851586062624
20816 686.2856959585846
20817 686.2862332545418
20818 686.2867704942861
20819 686.2873076780271
20820 686.2878448059407
20821 686.2883818782144
20822 686.2889188950061
20823 686.28945585648
20824 686.2899927627656
20825 686.2905296139926
20826 686.2910664102707
20827 686.2916031516995
20828 686.2921398383476
20829 686.2926764702829
20830 686.2932130475665
20831 686.2937495702472
20832 686.294286038366
20833 686.2948224519604
20834 686.2953588110379
20835 686.2958951156571
20836 686.2964313658342
20837 686.2969675615982
20838 686.2975037029918
20839 686.2980397900329
20840 686.2985758227594
20841 686.2991118011956
20842 686.2996477253648
20843 686.3001835952945
20844 686.3007194109956
20845 686.3012551724868
20846 686.3017908797597
20847 686.3023265328301
20848 686.3028621316728
20849 686.3033976762966
20850 686.3039331666721
20851 686.3044686027893
20852 686.3050039846298
20853 686.3055393121596
20854 686.3060745853786
20855 686.3066098042323
20856 686.3071449687031
20857 686.3076800787632
20858 686.3082151343767
20859 686.3087501355361
20860 686.3092850821802
20861 686.3098199742922
20862 686.3103548118731
20863 686.3108895948718
20864 686.3114243233056
20865 686.3119589971888
20866 686.3124936166716
20867 686.3130281817603
20868 686.3135626924535
20869 686.3140971487766
20870 686.3146315507374
20871 686.3151658983051
20872 686.3157001914665
20873 686.316234425836
20874 686.3167686047505
20875 686.3173027284134
20876 686.3178367970116
20877 686.3183708106986
20878 686.3189047696063
20879 686.3194386738364
20880 686.319972523452
20881 686.3205063185229
20882 686.3210400590647
20883 686.3215737450357
20884 686.3221073763905
20885 686.3226409530226
20886 686.3231744748226
20887 686.3237079416505
20888 686.3242413533666
20889 686.3247747098288
20890 686.3253080108794
20891 686.3258412563964
20892 686.3263744462738
20893 686.3269075804292
20894 686.3274406587667
20895 686.3279736812483
20896 686.3285066478608
20897 686.3290395585739
20898 686.3295724134296
20899 686.3301052124569
20900 686.330637955734
20901 686.3311706433396
20902 686.3317032753928
20903 686.3322358520152
20904 686.3327683734153
20905 686.3333008397508
20906 686.3338332512473
20907 686.3343656080934
20908 686.3348979104621
20909 686.3354301585173
20910 686.335962352387
20911 686.3364944921308
20912 686.3370265777977
20913 686.3375586093747
20914 686.3380905868573
20915 686.338622510156
20916 686.3391543792031
20917 686.3396861939116
20918 686.3402179541698
20919 686.3407496598982
20920 686.3412813109616
20921 686.3418129072475
20922 686.3423444486507
20923 686.3428759350439
20924 686.3434073662916
20925 686.3439387423069
20926 686.3444700629315
20927 686.345001328084
20928 686.3455325376511
20929 686.3460636915388
20930 686.3465947934496
20931 686.3471258404402
20932 686.3476568323113
20933 686.3481877688852
20934 686.3487186500878
20935 686.3492494758571
20936 686.349780246194
20937 686.350310961098
20938 686.3508416206338
20939 686.3513722248272
20940 686.3519027737221
20941 686.3524332673334
20942 686.3529637056117
20943 686.3534940884946
20944 686.3540244158485
20945 686.3545546875781
20946 686.3550849036794
20947 686.3556150641996
20948 686.3561451693447
20949 686.3566752193457
20950 686.3572052143946
20951 686.3577351547268
20952 686.3582650405903
20953 686.3587948722823
20954 686.3593246500959
20955 686.3598543742762
20956 686.3603840450389
20957 686.3609136625836
20958 686.3614432270234
20959 686.3619727384587
20960 686.3625021969232
20961 686.3630316024463
20962 686.3635609550381
20963 686.3640902546516
20964 686.3646195012528
20965 686.3651486947631
20966 686.3656778351033
20967 686.3662069222319
20968 686.3667359560488
20969 686.3672649364975
20970 686.36779386349
20971 686.3683227369015
20972 686.3688515566025
20973 686.3693803225829
20974 686.3699090349426
20975 686.3704376938905
20976 686.3709662995718
20977 686.3714948519569
20978 686.3720233508465
20979 686.3725517957969
20980 686.3730801862072
20981 686.3736085213984
20982 686.3741368006912
20983 686.374665023484
20984 686.3751931893578
20985 686.3757212980503
20986 686.3762493484618
20987 686.3767773400491
20988 686.3773052726722
20989 686.3778331468264
20990 686.3783609637012
20991 686.3788887249091
20992 686.3794164322696
20993 686.3799440874898
20994 686.3804716919688
20995 686.3809992467367
20996 686.3815267524456
20997 686.3820542093447
20998 686.3825816174368
20999 686.3831089765059
21000 686.3836362862005
21001 686.3841635461339
21002 686.3846907559009
21003 686.385217915094
21004 686.3857450234095
21005 686.386272080555
21006 686.3867990862902
21007 686.3873260404232
21008 686.3878529428289
21009 686.3883797933956
21010 686.3889065919697
21011 686.3894333382025
21012 686.3899600317706
21013 686.3904866724308
21014 686.3910132600363
21015 686.3915397944853
21016 686.3920662757689
21017 686.3925927038645
21018 686.3931190787811
21019 686.3936454005557
21020 686.3941716692294
21021 686.3946978848173
21022 686.3952240473473
21023 686.3957501568754
21024 686.396276213409
21025 686.3968022169847
21026 686.3973281676095
21027 686.3978540653203
21028 686.398379910135
21029 686.3989057020628
21030 686.39943144113
21031 686.3999571273326
21032 686.4004827607033
21033 686.4010083412181
21034 686.4015338689221
21035 686.4020593438257
21036 686.4025847659486
21037 686.4031101353028
21038 686.4036354519122
21039 686.4041607157823
21040 686.4046859269183
21041 686.4052110853229
21042 686.4057361910126
21043 686.4062612439587
21044 686.4067862441916
21045 686.4073111916921
21046 686.407836086467
21047 686.4083609284925
21048 686.4088857177857
21049 686.4094104543383
21050 686.4099351381363
21051 686.4104597691775
21052 686.4109843474645
21053 686.4115088729968
21054 686.4120333457344
21055 686.4125577657004
21056 686.413082132866
21057 686.4136064472362
21058 686.414130708901
21059 686.4146549177699
21060 686.4151790738078
21061 686.415703177061
21062 686.4162272275806
21063 686.4167512254382
21064 686.4172751707174
21065 686.4177990635073
21066 686.4183229038757
21067 686.4188466919065
21068 686.419370427672
21069 686.4198941112373
21070 686.4204177426687
21071 686.4209413220658
21072 686.4214648494535
21073 686.4219883249141
21074 686.4225117485378
21075 686.4230351203856
21076 686.4235584405328
21077 686.4240817090741
21078 686.4246049260751
21079 686.4251280916197
21080 686.4256512057747
21081 686.4261742685906
21082 686.4266972800916
21083 686.4272202402562
21084 686.427743149059
21085 686.4282660064531
21086 686.4287888123308
21087 686.4293115665841
21088 686.4298342690798
21089 686.4303569196828
21090 686.4308795182233
21091 686.4314020645253
21092 686.4319245584531
21093 686.4324469998668
21094 686.43296938861
21095 686.4334917245658
21096 686.434014007634
21097 686.434536237727
21098 686.4350584147636
21099 686.4355805386917
21100 686.43610260946
21101 686.4366246270556
21102 686.4371465914591
21103 686.4376685026861
21104 686.438190360746
21105 686.4387121656608
21106 686.4392339174766
21107 686.4397556162281
21108 686.4402772619699
21109 686.4407988547576
21110 686.4413203946374
21111 686.4418418816845
21112 686.4423633160902
21113 686.4428846980921
21114 686.4434060283332
21115 686.4439273078422
21116 686.4444485378044
21117 686.4449697193377
21118 686.4454908531882
21119 686.4460119395724
21120 686.4465329780531
21121 686.4470539675999
21122 686.447574906701
21123 686.4480957935573
21124 686.4486166262178
21125 686.4491374028161
21126 686.4496581215946
21127 686.4501787811178
21128 686.4506993802499
21129 686.4512199181785
21130 686.4517403944287
21131 686.4522608088465
21132 686.4527811615108
21133 686.4533014527137
21134 686.4538216829527
21135 686.4543418527951
21136 686.4548619629395
21137 686.45538201411
21138 686.455902007045
21139 686.4564219424891
21140 686.4569418211465
21141 686.4574616437022
21142 686.4579814107793
21143 686.4585011229217
21144 686.4590207805817
21145 686.4595403840959
21146 686.4600599336516
21147 686.4605794293579
21148 686.4610988712251
21149 686.4616182592434
21150 686.4621375933718
21151 686.4626568736062
21152 686.4631760999764
21153 686.4636952726024
21154 686.4642143916268
21155 686.4647334573233
21156 686.4652524700169
21157 686.4657714301183
21158 686.4662903380904
21159 686.4668091943992
21160 686.4673279994304
21161 686.4678467535057
21162 686.4683654567422
21163 686.468884109189
21164 686.4694027107424
21165 686.469921261204
21166 686.4704397603311
21167 686.4709582078465
21168 686.4714766035323
21169 686.4719949471871
21170 686.4725132387067
21171 686.4730314780818
21172 686.4735496653814
21173 686.4740678007779
21174 686.4745858844944
21175 686.4751039168345
21176 686.4756218981174
21177 686.4761398286629
21178 686.4766577087902
21179 686.4771755387948
21180 686.4776933189509
21181 686.478211049472
21182 686.4787287305777
21183 686.4792463624016
21184 686.4797639450726
21185 686.4802814786767
21186 686.4807989632404
21187 686.4813163987932
21188 686.4818337853029
21189 686.4823511227518
21190 686.4828684110796
21191 686.4833856502197
21192 686.4839028400869
21193 686.4844199806049
21194 686.4849370716692
21195 686.4854541132138
21196 686.4859711050946
21197 686.4864880472592
21198 686.4870049396095
21199 686.4875217820304
21200 686.4880385744706
21201 686.4885553168316
21202 686.4890720090248
21203 686.4895886509975
21204 686.4901052426654
21205 686.4906217839873
21206 686.4911382748787
21207 686.4916547153201
21208 686.49217110526
21209 686.4926874446849
21210 686.4932037335758
21211 686.4937199719419
21212 686.4942361598147
21213 686.4947522972095
21214 686.4952683841959
21215 686.4957844208129
21216 686.4963004070945
21217 686.4968163431023
21218 686.497332228837
21219 686.4978480642986
21220 686.4983638494585
21221 686.4988795842379
21222 686.4993952685875
21223 686.4999109023355
21224 686.5004264852928
21225 686.5009420172023
21226 686.5014574978335
21227 686.5019729269387
21228 686.5024883042724
21229 686.5030036296163
21230 686.5035189026761
21231 686.5040341232443
21232 686.5045492910839
21233 686.505064406
21234 686.5055794678115
21235 686.5060944764019
21236 686.5066094316719
21237 686.5071243335581
21238 686.5076391820444
21239 686.5081539771192
21240 686.5086687188355
21241 686.5091834072052
21242 686.5096980422708
21243 686.5102126241115
21244 686.5107271527563
21245 686.5112416282683
21246 686.5117560507
21247 686.5122704201081
21248 686.5127847365354
21249 686.5132990000346
21250 686.5138132106431
21251 686.5143273683996
21252 686.5148414733461
21253 686.5153555255299
21254 686.5158695249781
21255 686.5163834717418
21256 686.5168973658492
21257 686.5174112073463
21258 686.5179249962706
21259 686.5184387326607
21260 686.5189524165564
21261 686.5194660480132
21262 686.5199796270703
21263 686.5204931537638
21264 686.5210066281544
21265 686.5215200502881
21266 686.5220334202107
21267 686.5225467379756
21268 686.523060003645
21269 686.5235732172612
21270 686.5240863789058
21271 686.5245994885951
21272 686.5251125464273
21273 686.5256255524339
21274 686.5261385066857
21275 686.5266514092331
