"energy-check-pressure-inlet-rfile"
"Iteration" "energy-check-pressure-inlet"
22228 500000.0000000001
22229 500000.0000000001
22230 499999.9999999998
22231 499999.9999999997
22232 500000
22233 500000.0000000001
22234 500000.0000000003
22235 499999.9999999998
22236 500000.0000000001
22237 499999.9999999999
22238 500000.0000000001
22239 500000.0000000001
22240 500000.0000000005
22241 499999.9999999998
22242 499999.9999999999
22243 500000.0000000002
22244 500000.0000000003
22245 499999.9999999999
22246 499999.9999999996
22247 499999.9999999999
22248 500000.0000000006
22249 500000
22250 499999.9999999998
22251 499999.9999999999
22252 500000
22253 499999.9999999997
22254 499999.9999999999
22255 499999.9999999999
22256 499999.9999999998
22257 500000.0000000002
22258 500000.0000000001
22259 500000
22260 499999.9999999999
22261 499999.9999999995
22262 500000.0000000005
22263 499999.9999999998
22264 500000.0000000003
22265 499999.9999999997
22266 499999.9999999998
22267 500000.0000000003
22268 499999.9999999999
22269 500000.0000000005
22270 499999.9999999999
22271 500000.0000000002
22272 499999.9999999998
22273 499999.9999999998
22274 499999.9999999999
22275 499999.9999999999
22276 500000.0000000002
22277 500000.0000000003
22278 500000.0000000002
22279 500000
22280 499999.9999999999
22281 500000.0000000002
22282 500000.0000000001
22283 500000.0000000001
22284 500000.0000000002
22285 499999.9999999997
22286 500000.0000000001
22287 500000.0000000001
22288 500000.0000000001
22289 500000
22290 500000.0000000001
22291 499999.9999999999
22292 500000.0000000004
22293 499999.9999999999
22294 500000
22295 499999.9999999998
22296 500000.0000000002
22297 499999.9999999998
22298 500000.0000000002
22299 500000.0000000003
22300 500000.0000000002
22301 499999.9999999999
22302 500000.0000000003
22303 500000.0000000003
22304 499999.9999999998
22305 500000.0000000002
22306 499999.9999999999
22307 500000
22308 500000.0000000003
22309 499999.9999999998
22310 500000.0000000003
22311 500000.0000000002
22312 499999.9999999999
22313 500000.0000000003
22314 499999.9999999998
22315 499999.9999999998
22316 499999.9999999995
22317 499999.9999999995
22318 500000.0000000001
22319 499999.9999999998
22320 499999.9999999998
22321 500000.0000000003
22322 500000.0000000001
22323 499999.9999999997
22324 499999.9999999998
22325 499999.9999999999
22326 499999.9999999999
22327 500000.0000000003
22328 500000
22329 500000.0000000001
22330 500000.0000000002
22331 499999.9999999997
22332 500000
22333 499999.9999999996
22334 500000.0000000002
22335 499999.9999999998
22336 500000.0000000003
22337 500000.0000000002
22338 499999.9999999998
22339 500000.0000000001
22340 500000
22341 500000.0000000001
22342 499999.9999999999
22343 499999.9999999998
22344 499999.9999999999
22345 500000.0000000001
22346 499999.9999999995
22347 500000.0000000003
22348 500000.0000000002
22349 500000.0000000002
22350 499999.9999999996
22351 500000.0000000001
22352 500000.0000000001
22353 500000.0000000001
22354 500000.0000000002
22355 500000.0000000004
22356 500000.0000000002
22357 500000
22358 499999.9999999999
22359 499999.9999999998
22360 500000
22361 499999.9999999999
22362 499999.9999999999
22363 500000.0000000002
22364 500000
22365 499999.9999999995
22366 500000.0000000002
22367 499999.9999999999
22368 499999.9999999997
22369 500000.0000000001
22370 500000.0000000002
22371 500000.0000000003
22372 499999.9999999998
22373 499999.9999999999
22374 499999.9999999998
22375 500000.0000000003
22376 499999.9999999997
22377 500000.0000000001
22378 500000.0000000001
22379 499999.9999999998
22380 499999.9999999999
22381 499999.9999999999
22382 500000.0000000002
22383 500000.0000000001
22384 499999.9999999998
22385 500000.0000000001
22386 500000.0000000001
22387 500000
22388 500000.0000000001
22389 500000.0000000001
22390 500000
22391 500000.0000000005
22392 499999.9999999999
22393 499999.9999999995
22394 499999.9999999997
22395 500000.0000000002
22396 499999.9999999996
22397 500000.0000000001
22398 500000.0000000003
22399 499999.9999999997
22400 500000.0000000002
22401 499999.9999999998
22402 499999.9999999998
22403 500000.0000000001
22404 499999.9999999998
22405 500000.0000000002
22406 500000
22407 499999.9999999998
22408 499999.9999999999
22409 500000
22410 500000
22411 499999.9999999999
22412 499999.9999999997
22413 499999.9999999995
22414 499999.9999999999
22415 499999.9999999999
22416 499999.9999999999
22417 499999.9999999999
22418 500000.0000000001
22419 500000.0000000002
22420 500000.0000000004
22421 499999.9999999999
22422 500000.0000000001
22423 499999.9999999999
22424 500000.0000000002
22425 499999.9999999998
22426 499999.9999999999
22427 499999.9999999995
22428 499999.9999999999
22429 500000.0000000004
22430 500000.0000000001
22431 500000.0000000002
22432 499999.9999999999
22433 499999.9999999999
22434 500000
22435 500000.0000000002
22436 499999.9999999999
22437 500000.0000000001
22438 500000
22439 500000.0000000001
22440 500000
22441 500000.0000000001
22442 500000.0000000003
22443 499999.9999999998
22444 499999.9999999999
22445 500000.0000000001
22446 499999.9999999999
22447 499999.9999999995
22448 499999.9999999997
22449 500000.0000000003
22450 500000
22451 500000.0000000002
22452 499999.9999999998
22453 500000.0000000002
22454 499999.9999999999
22455 500000.0000000002
22456 499999.9999999999
22457 499999.9999999999
22458 500000.0000000003
22459 500000
22460 499999.9999999998
22461 500000.0000000004
22462 499999.9999999998
22463 499999.9999999998
22464 499999.9999999999
22465 499999.9999999999
22466 499999.9999999997
22467 500000.0000000001
22468 499999.9999999998
22469 499999.9999999997
22470 500000.0000000002
22471 500000.0000000002
22472 499999.9999999999
22473 499999.9999999998
22474 499999.9999999997
22475 500000.0000000002
22476 500000.0000000001
22477 500000.0000000001
22478 500000.0000000006
22479 499999.9999999997
22480 500000.0000000002
22481 499999.9999999997
22482 500000.0000000001
22483 500000.0000000003
22484 500000.0000000003
22485 500000.0000000004
22486 500000.0000000002
22487 499999.9999999998
22488 499999.9999999997
22489 499999.9999999998
22490 499999.9999999998
22491 500000.0000000001
22492 500000.0000000001
22493 499999.9999999999
22494 500000.0000000002
22495 499999.9999999999
22496 499999.9999999997
22497 500000.0000000001
22498 500000.0000000002
22499 500000.0000000001
22500 500000.0000000001
22501 499999.9999999999
22502 499999.9999999998
22503 500000.0000000003
22504 499999.9999999998
22505 499999.9999999999
22506 499999.9999999999
22507 499999.9999999998
22508 499999.9999999999
22509 500000
22510 500000.0000000002
22511 500000.0000000001
22512 499999.9999999998
22513 499999.9999999999
22514 500000
22515 500000.0000000001
22516 500000
22517 499999.9999999999
22518 500000.0000000002
22519 500000
22520 499999.9999999999
22521 500000.0000000003
22522 500000.0000000001
22523 499999.9999999997
22524 499999.9999999998
22525 499999.9999999998
22526 499999.9999999999
22527 499999.9999999998
22528 500000.0000000001
22529 500000
22530 500000.0000000003
22531 499999.9999999999
22532 500000.0000000003
22533 500000.0000000001
22534 499999.9999999999
22535 499999.9999999999
22536 500000.0000000003
22537 500000.0000000001
22538 499999.9999999995
22539 499999.9999999998
22540 500000.0000000002
22541 500000
22542 499999.9999999995
22543 499999.9999999999
22544 499999.9999999998
22545 500000.0000000003
22546 499999.9999999997
22547 500000.0000000005
22548 500000.0000000001
22549 500000.0000000003
22550 500000
22551 500000.0000000003
22552 499999.9999999998
22553 500000.0000000002
22554 499999.9999999998
22555 500000
22556 500000.0000000003
22557 500000.0000000001
22558 499999.9999999999
22559 499999.9999999995
22560 499999.9999999999
22561 500000.0000000003
22562 500000.0000000003
22563 499999.9999999999
22564 499999.9999999998
22565 499999.9999999995
22566 500000.0000000002
22567 500000.0000000002
22568 499999.9999999998
22569 500000.0000000001
22570 499999.9999999999
22571 499999.9999999998
22572 500000
22573 500000.0000000002
22574 500000.0000000001
22575 500000
22576 500000.0000000002
22577 500000.0000000001
22578 500000
22579 500000
22580 500000.0000000001
22581 499999.9999999998
22582 499999.9999999998
22583 499999.9999999998
22584 500000
22585 500000.0000000001
22586 499999.9999999999
22587 500000.0000000002
22588 499999.9999999998
22589 500000
22590 500000.0000000001
22591 499999.9999999999
22592 500000.0000000001
22593 499999.9999999999
22594 500000.0000000002
22595 499999.9999999999
22596 499999.9999999995
22597 500000.0000000001
22598 500000
22599 500000
22600 500000.0000000002
22601 499999.9999999999
22602 500000.0000000003
22603 499999.9999999998
22604 500000
22605 500000.0000000003
22606 500000.0000000001
22607 500000.0000000001
22608 499999.9999999999
22609 500000.0000000003
22610 500000.0000000004
22611 500000.0000000001
22612 499999.9999999997
22613 499999.9999999998
22614 499999.9999999999
22615 500000
22616 500000.0000000001
22617 500000.0000000001
22618 500000
22619 499999.9999999998
22620 500000.0000000002
22621 500000.0000000001
22622 500000.0000000001
22623 500000.0000000002
22624 500000.0000000002
22625 500000.0000000001
22626 499999.9999999997
22627 499999.9999999997
22628 500000
22629 499999.9999999999
22630 500000.0000000001
22631 500000.0000000002
22632 500000
22633 500000.0000000001
22634 500000.0000000001
22635 499999.9999999997
22636 500000.0000000003
22637 500000.0000000003
22638 500000
22639 500000.0000000003
22640 500000.0000000002
22641 499999.9999999999
22642 500000.0000000002
22643 500000.0000000002
22644 499999.9999999999
22645 500000
22646 500000.0000000001
22647 499999.9999999997
22648 499999.9999999998
22649 499999.9999999998
22650 499999.9999999999
22651 499999.9999999999
22652 499999.9999999997
22653 499999.9999999999
22654 500000.0000000002
22655 500000.0000000001
22656 499999.9999999994
22657 499999.9999999997
22658 500000.0000000001
22659 499999.9999999999
22660 500000.0000000004
22661 499999.9999999999
22662 500000
22663 499999.9999999999
22664 500000.0000000002
22665 500000.0000000001
22666 499999.9999999999
22667 500000.0000000001
22668 500000.0000000003
22669 499999.9999999999
22670 500000.0000000004
22671 499999.9999999999
22672 500000.0000000003
22673 500000
22674 500000
22675 499999.9999999999
22676 500000
22677 500000
22678 500000.0000000001
22679 499999.9999999999
22680 500000.0000000002
22681 499999.9999999998
22682 500000.0000000001
22683 500000
22684 500000
22685 500000.0000000001
22686 499999.9999999999
22687 500000.0000000002
22688 500000
22689 500000.0000000001
22690 499999.9999999998
22691 500000.0000000002
22692 499999.9999999998
22693 499999.9999999999
22694 500000.0000000003
22695 500000.0000000003
22696 500000.0000000002
22697 500000.0000000001
22698 500000.0000000001
22699 499999.9999999997
22700 499999.9999999998
22701 499999.9999999999
22702 499999.9999999996
22703 500000.0000000002
22704 500000
22705 500000.0000000002
22706 500000.0000000001
22707 500000.0000000005
22708 500000.0000000001
22709 499999.9999999999
22710 500000.0000000003
22711 500000.0000000001
22712 499999.9999999999
22713 500000.0000000002
22714 499999.9999999997
22715 499999.9999999998
22716 499999.9999999998
22717 499999.9999999997
22718 500000.0000000002
22719 499999.9999999994
22720 499999.9999999998
22721 499999.9999999997
22722 500000.0000000001
22723 499999.9999999999
22724 500000.0000000002
22725 499999.9999999999
22726 500000
22727 500000.0000000001
22728 500000
22729 500000.0000000003
22730 499999.9999999997
22731 500000.0000000003
22732 500000.0000000002
22733 500000.0000000003
22734 500000
22735 499999.9999999998
22736 499999.9999999999
22737 500000.0000000001
22738 499999.9999999998
22739 499999.9999999995
22740 499999.9999999999
22741 500000.0000000001
22742 500000.0000000002
22743 500000
22744 499999.9999999998
22745 500000.0000000002
22746 500000.0000000001
22747 499999.9999999999
22748 500000.0000000001
22749 500000.0000000002
22750 499999.9999999999
22751 499999.9999999998
22752 499999.9999999999
22753 499999.9999999999
22754 500000.0000000003
22755 499999.9999999997
22756 499999.9999999998
22757 500000.0000000003
22758 499999.9999999998
22759 500000
22760 500000
22761 500000.0000000001
22762 500000.0000000001
22763 499999.9999999998
22764 500000
22765 499999.9999999997
22766 500000.0000000005
22767 500000
22768 499999.9999999998
22769 500000.0000000001
22770 500000.0000000003
22771 500000.0000000003
22772 499999.9999999999
22773 500000.0000000005
22774 500000.0000000002
22775 499999.9999999998
22776 500000.0000000001
22777 499999.9999999997
22778 499999.9999999998
22779 500000.0000000001
22780 499999.9999999999
22781 499999.9999999994
22782 499999.9999999994
22783 500000
22784 500000.0000000004
22785 500000.0000000003
22786 500000
22787 500000.0000000001
22788 500000.0000000004
22789 499999.9999999999
22790 499999.9999999996
22791 500000.0000000001
22792 500000.0000000002
22793 500000.0000000002
22794 500000.0000000002
22795 499999.9999999999
22796 500000.0000000003
22797 499999.9999999997
22798 500000.0000000001
22799 500000.0000000002
22800 500000
22801 500000.0000000006
22802 499999.9999999998
22803 500000.0000000001
22804 499999.9999999999
22805 499999.9999999999
22806 500000.0000000004
22807 499999.9999999999
22808 500000.0000000002
22809 500000.0000000003
22810 499999.9999999995
22811 499999.9999999999
22812 500000.0000000003
22813 499999.9999999999
22814 500000.0000000002
22815 500000.0000000002
22816 500000.0000000002
22817 499999.9999999999
22818 499999.9999999997
22819 500000.0000000001
22820 500000.0000000003
22821 499999.9999999994
22822 499999.9999999997
22823 500000.0000000001
22824 499999.9999999998
22825 499999.9999999998
22826 500000.0000000001
22827 499999.9999999997
22828 499999.9999999999
22829 499999.9999999995
22830 500000
22831 500000.0000000001
22832 499999.9999999999
22833 500000.0000000002
22834 499999.9999999999
22835 499999.9999999997
22836 500000.0000000003
22837 500000.0000000004
22838 500000.0000000001
22839 499999.9999999999
22840 500000.0000000001
22841 500000.0000000002
22842 499999.9999999998
22843 500000
22844 499999.9999999999
22845 500000
22846 500000
22847 500000.0000000003
22848 500000.0000000004
22849 499999.9999999998
22850 500000.0000000001
22851 500000.0000000001
22852 499999.9999999996
22853 500000
22854 500000.0000000001
22855 500000.0000000001
22856 499999.9999999997
22857 499999.9999999999
22858 500000.0000000001
22859 500000.0000000002
22860 499999.9999999999
22861 499999.9999999998
22862 499999.9999999998
22863 499999.9999999999
22864 499999.9999999999
22865 499999.9999999995
22866 500000
22867 499999.9999999999
22868 499999.9999999999
22869 500000
22870 500000
22871 500000.0000000001
22872 500000.0000000001
22873 500000.0000000003
22874 500000.0000000001
22875 499999.9999999998
22876 499999.9999999999
22877 500000.0000000001
22878 500000.0000000001
22879 499999.9999999997
22880 500000.0000000001
22881 500000
22882 500000.0000000001
22883 499999.9999999995
22884 500000.0000000002
22885 499999.9999999997
22886 500000
22887 500000.0000000001
22888 500000.0000000002
22889 499999.9999999998
22890 499999.9999999997
22891 499999.9999999998
22892 500000.0000000001
22893 500000.0000000002
22894 500000.0000000001
22895 499999.9999999995
22896 499999.9999999999
22897 500000.0000000003
22898 500000.0000000001
22899 499999.9999999999
22900 500000.0000000003
22901 499999.9999999999
22902 500000.0000000001
22903 500000
22904 500000.0000000003
22905 499999.9999999999
22906 500000.0000000002
22907 500000.0000000003
22908 500000.0000000003
22909 499999.9999999999
22910 499999.9999999998
22911 500000.0000000001
22912 499999.9999999999
22913 500000.0000000001
22914 499999.9999999997
22915 500000
22916 499999.9999999999
22917 500000
22918 499999.9999999999
22919 500000.0000000002
22920 500000.0000000001
22921 500000.0000000005
22922 499999.9999999999
22923 499999.9999999999
22924 499999.9999999998
22925 499999.9999999999
22926 500000
22927 499999.9999999999
22928 499999.9999999997
22929 499999.9999999998
22930 499999.9999999999
22931 500000.0000000005
22932 499999.9999999999
22933 499999.9999999998
22934 499999.9999999999
22935 500000.0000000004
22936 500000.0000000002
22937 499999.9999999998
22938 500000
22939 500000.0000000001
22940 500000.0000000003
22941 500000
22942 500000.0000000002
22943 499999.9999999997
22944 500000.0000000002
22945 499999.9999999995
22946 500000
22947 500000
22948 500000.0000000003
22949 500000.0000000002
22950 500000.0000000001
22951 499999.9999999997
22952 499999.9999999998
22953 500000
22954 500000
22955 500000.0000000001
22956 500000.0000000002
22957 499999.9999999997
22958 499999.9999999998
22959 499999.9999999999
22960 500000.0000000003
22961 500000
22962 500000.0000000001
22963 500000.0000000001
22964 500000.0000000002
22965 500000.0000000001
22966 499999.9999999999
22967 500000.0000000003
22968 499999.9999999998
22969 500000.0000000002
22970 500000.0000000001
22971 499999.9999999999
22972 499999.9999999997
22973 499999.9999999997
22974 500000
22975 499999.9999999997
22976 500000.0000000002
22977 500000
22978 500000.0000000001
22979 500000.0000000001
22980 500000.0000000001
22981 499999.9999999999
22982 500000.0000000002
22983 500000.0000000002
22984 500000
22985 500000.0000000002
22986 500000.0000000001
22987 500000.0000000002
22988 499999.9999999999
22989 500000.0000000002
22990 500000.0000000001
22991 500000.0000000002
22992 500000
22993 499999.9999999998
22994 500000.0000000001
22995 500000.0000000003
22996 499999.9999999998
22997 500000
22998 499999.9999999998
22999 499999.9999999996
23000 500000.0000000001
23001 500000.0000000002
23002 500000.0000000003
23003 500000.0000000001
23004 499999.9999999995
23005 500000.0000000001
23006 499999.9999999998
23007 500000.0000000001
23008 500000.0000000002
23009 499999.9999999998
23010 500000.0000000002
23011 500000.0000000003
23012 499999.9999999999
23013 499999.9999999998
23014 499999.9999999998
23015 500000.0000000001
23016 500000.0000000003
23017 499999.9999999999
23018 499999.9999999998
23019 500000.0000000001
23020 499999.9999999998
23021 500000.0000000001
23022 499999.9999999999
23023 499999.9999999995
23024 500000
23025 499999.9999999999
23026 500000.0000000002
23027 500000.0000000004
23028 500000.0000000003
23029 500000
23030 500000.0000000008
23031 499999.9999999997
23032 499999.9999999999
23033 500000
23034 499999.9999999999
23035 499999.9999999999
23036 499999.9999999999
23037 500000.0000000006
23038 500000.0000000003
23039 500000.0000000003
23040 499999.9999999998
23041 499999.9999999997
23042 500000.0000000002
23043 500000.0000000001
23044 499999.9999999997
23045 500000.0000000003
23046 499999.9999999998
23047 500000.0000000002
23048 500000.0000000001
23049 499999.9999999998
23050 500000.0000000002
23051 500000.0000000005
23052 500000.0000000001
23053 500000.0000000002
23054 500000.0000000003
23055 500000.0000000001
23056 499999.9999999998
23057 500000.0000000001
23058 500000.0000000002
23059 499999.9999999998
23060 499999.9999999998
23061 500000.0000000003
23062 499999.9999999997
23063 500000
23064 500000.0000000003
23065 499999.9999999998
23066 499999.9999999998
23067 499999.9999999999
23068 499999.9999999999
23069 500000.0000000002
23070 500000.0000000002
23071 499999.9999999998
23072 500000
23073 500000.0000000002
23074 500000.0000000002
23075 500000.0000000002
23076 500000.0000000001
23077 499999.9999999999
23078 499999.9999999999
23079 500000.0000000002
23080 499999.9999999997
23081 499999.9999999999
23082 499999.9999999998
23083 499999.9999999999
23084 500000.0000000001
23085 500000.0000000001
23086 500000.0000000001
23087 499999.9999999998
23088 500000.0000000001
23089 500000.0000000002
23090 500000
23091 500000.0000000001
23092 499999.9999999998
23093 500000.0000000001
23094 500000.0000000002
23095 500000.0000000002
23096 500000.0000000004
23097 500000.0000000002
23098 500000.0000000003
23099 499999.9999999998
23100 500000.0000000002
23101 500000.0000000003
23102 500000.0000000001
23103 499999.9999999999
23104 499999.9999999998
23105 499999.9999999996
23106 499999.9999999999
23107 500000.0000000001
23108 500000.0000000001
23109 500000.0000000003
23110 500000.0000000001
23111 500000.0000000002
23112 500000.0000000002
23113 500000.0000000002
23114 499999.9999999995
23115 500000.0000000005
23116 499999.9999999998
23117 499999.9999999998
23118 499999.9999999999
23119 500000.0000000004
23120 500000.0000000001
23121 499999.9999999996
23122 499999.9999999998
23123 500000.0000000002
23124 500000.0000000003
23125 499999.9999999998
23126 499999.9999999997
23127 500000.0000000002
23128 500000.0000000001
23129 500000
23130 500000.0000000002
23131 499999.9999999999
23132 499999.9999999999
23133 500000.0000000003
23134 500000
23135 500000.0000000001
23136 499999.9999999998
23137 500000
23138 500000.0000000001
23139 500000
23140 499999.9999999999
23141 500000.0000000001
23142 500000.0000000001
23143 499999.9999999997
23144 499999.9999999999
23145 499999.9999999997
23146 500000.0000000001
23147 500000.0000000002
23148 499999.9999999999
23149 499999.9999999999
23150 499999.9999999998
23151 499999.9999999999
23152 499999.9999999999
23153 499999.9999999999
23154 499999.9999999999
23155 500000.0000000001
23156 500000.0000000004
23157 499999.9999999998
23158 500000.0000000002
23159 499999.9999999999
23160 499999.9999999998
23161 500000.0000000001
23162 499999.9999999998
23163 499999.9999999999
23164 499999.9999999998
23165 499999.9999999999
23166 500000.0000000004
23167 500000
23168 500000.0000000006
23169 500000.0000000002
23170 499999.9999999997
23171 500000
23172 500000.0000000001
23173 499999.9999999998
23174 499999.9999999996
23175 500000.0000000001
23176 500000.0000000003
23177 500000.0000000002
23178 500000.0000000001
23179 499999.9999999999
23180 500000.0000000001
23181 500000.0000000003
23182 499999.9999999998
23183 499999.9999999998
23184 499999.9999999999
23185 499999.9999999996
23186 499999.9999999999
23187 500000.0000000001
23188 500000.0000000003
23189 500000.0000000006
23190 499999.9999999997
23191 500000
23192 500000.0000000001
23193 500000.0000000002
23194 500000.0000000001
23195 499999.9999999999
23196 499999.9999999999
23197 500000.0000000001
23198 500000
23199 500000
23200 500000.0000000001
23201 500000.0000000006
23202 499999.9999999998
23203 500000
23204 499999.9999999999
23205 499999.9999999999
23206 500000.0000000003
23207 499999.9999999997
23208 500000.0000000002
23209 500000.0000000002
23210 499999.9999999999
23211 500000.0000000002
23212 500000.0000000002
23213 500000.0000000006
23214 500000.0000000001
23215 499999.9999999999
23216 500000.0000000002
23217 500000.0000000001
23218 499999.9999999995
23219 500000.0000000002
23220 499999.9999999995
23221 499999.9999999999
23222 500000.0000000001
23223 500000
23224 500000.0000000001
23225 500000.0000000005
23226 500000.0000000001
23227 499999.9999999997
23228 500000
23229 500000.0000000003
23230 500000.0000000001
23231 500000.0000000001
23232 500000.0000000002
23233 500000.0000000003
23234 500000
23235 500000.0000000003
23236 500000.0000000002
23237 500000.0000000002
23238 500000.0000000003
23239 499999.9999999995
23240 499999.9999999997
23241 499999.9999999999
23242 499999.9999999999
23243 499999.9999999997
23244 500000
23245 500000
23246 500000.0000000003
23247 500000.0000000001
23248 500000.0000000001
23249 500000
23250 500000.0000000001
23251 499999.9999999999
23252 500000.0000000005
23253 499999.9999999998
23254 500000.0000000001
23255 500000
23256 499999.9999999996
23257 500000
23258 499999.9999999999
23259 500000
23260 499999.9999999999
23261 500000.0000000002
23262 500000.0000000006
23263 500000.0000000003
23264 499999.9999999998
23265 499999.9999999997
23266 499999.9999999998
23267 500000.0000000002
23268 500000.0000000002
23269 499999.9999999997
23270 500000.0000000001
23271 500000.0000000001
23272 499999.9999999998
23273 500000.0000000002
23274 500000
23275 499999.9999999999
23276 500000.0000000001
23277 500000.0000000001
23278 500000.0000000002
23279 500000.0000000004
23280 499999.9999999997
23281 499999.9999999997
23282 500000
23283 499999.9999999998
23284 499999.9999999998
23285 500000.0000000003
23286 500000.0000000003
23287 500000.0000000004
23288 500000.0000000003
23289 500000.0000000003
23290 499999.9999999999
23291 499999.9999999998
23292 500000.0000000002
23293 500000.0000000001
23294 500000.0000000002
23295 500000.0000000002
23296 500000
23297 499999.9999999999
23298 500000.0000000001
23299 499999.9999999996
23300 500000.0000000001
23301 500000.0000000001
23302 500000
23303 500000.0000000001
23304 499999.9999999996
23305 499999.9999999998
23306 500000.0000000001
23307 500000.0000000001
23308 500000
23309 499999.9999999997
23310 499999.9999999999
23311 500000.0000000002
23312 499999.9999999999
23313 500000.0000000001
23314 500000.0000000002
23315 500000.0000000002
23316 499999.9999999996
23317 500000.0000000001
23318 500000.0000000002
23319 500000
23320 499999.9999999999
23321 499999.9999999996
23322 499999.9999999998
23323 499999.9999999999
23324 499999.9999999998
23325 500000.0000000003
23326 500000.0000000002
23327 500000
23328 499999.9999999999
23329 499999.9999999999
23330 499999.9999999998
23331 499999.9999999997
23332 499999.9999999994
23333 500000.0000000002
23334 500000.0000000002
23335 500000
23336 499999.9999999998
23337 500000.0000000002
23338 499999.9999999999
23339 500000.0000000001
23340 499999.9999999999
23341 499999.9999999997
23342 500000
23343 500000.0000000003
23344 500000.0000000002
23345 499999.9999999998
23346 499999.9999999999
23347 499999.9999999998
23348 500000.0000000003
23349 499999.9999999998
23350 500000.0000000004
23351 499999.9999999998
23352 499999.9999999997
23353 499999.9999999998
23354 500000.0000000003
23355 500000.0000000003
23356 499999.9999999998
23357 499999.9999999997
23358 499999.9999999999
23359 500000.0000000005
23360 500000.0000000002
23361 499999.9999999996
23362 500000.0000000005
23363 500000.0000000001
23364 499999.9999999999
23365 500000
23366 500000.0000000001
23367 499999.9999999996
23368 500000.0000000005
23369 500000.0000000002
23370 499999.9999999998
23371 499999.9999999999
23372 499999.9999999999
23373 500000.0000000001
23374 499999.9999999997
23375 499999.9999999998
23376 499999.9999999994
23377 500000.0000000001
23378 500000
23379 500000.0000000002
23380 500000.0000000002
23381 500000.0000000001
23382 499999.9999999999
23383 500000.0000000003
23384 500000.0000000003
23385 499999.9999999997
23386 500000.0000000001
23387 500000.0000000004
23388 499999.9999999998
23389 499999.9999999998
23390 499999.9999999999
23391 500000.0000000003
23392 500000.0000000001
23393 500000.0000000001
23394 499999.9999999999
23395 499999.9999999997
23396 500000.0000000001
23397 500000.0000000003
23398 500000
23399 500000.0000000002
23400 500000.0000000002
23401 499999.9999999995
23402 499999.9999999997
23403 499999.9999999999
23404 500000
23405 499999.9999999999
23406 499999.9999999997
23407 499999.9999999998
23408 500000.0000000002
23409 499999.9999999999
23410 500000.0000000003
23411 500000.0000000002
23412 499999.9999999999
23413 500000.0000000001
23414 500000
23415 499999.9999999998
23416 500000.0000000003
23417 499999.9999999999
23418 500000.0000000001
23419 500000.0000000003
23420 499999.9999999998
23421 500000
23422 500000
23423 500000.0000000001
23424 499999.9999999999
23425 499999.9999999998
23426 500000.0000000001
23427 499999.9999999999
23428 500000.0000000003
23429 499999.9999999997
23430 500000.0000000001
23431 499999.9999999998
23432 500000
23433 500000.0000000001
23434 500000.0000000003
23435 500000.0000000002
23436 499999.9999999999
23437 499999.9999999999
23438 500000.0000000002
23439 500000.0000000002
23440 499999.9999999999
23441 500000
23442 500000.0000000003
23443 500000.0000000001
23444 499999.9999999999
23445 500000
23446 499999.9999999999
23447 499999.9999999998
23448 500000
23449 500000
23450 500000
23451 500000.0000000001
23452 499999.9999999998
23453 499999.9999999998
23454 500000.0000000002
23455 500000.0000000001
23456 500000.0000000003
23457 500000.0000000003
23458 500000.0000000003
23459 500000.0000000001
23460 500000.0000000003
23461 500000
23462 499999.9999999999
23463 500000.0000000002
23464 500000.0000000001
23465 499999.9999999998
23466 500000.0000000003
23467 500000
23468 499999.9999999999
23469 499999.9999999998
23470 500000.0000000001
23471 499999.9999999999
23472 500000
23473 499999.9999999998
23474 500000.0000000001
23475 499999.9999999999
23476 499999.9999999999
23477 500000
23478 500000.0000000005
23479 500000.0000000002
23480 499999.9999999997
23481 500000.0000000005
23482 499999.9999999999
23483 500000.0000000005
23484 500000.0000000002
23485 500000.0000000002
23486 500000.0000000001
23487 499999.9999999999
23488 500000
23489 500000.0000000001
23490 499999.9999999998
23491 500000.0000000005
23492 500000.0000000006
23493 500000.0000000002
23494 500000.0000000001
23495 499999.9999999995
23496 500000
23497 500000.0000000002
23498 500000.0000000002
23499 500000
23500 499999.9999999999
23501 499999.9999999998
23502 499999.9999999999
23503 500000.0000000002
23504 499999.9999999999
23505 499999.9999999999
23506 500000.0000000003
23507 499999.9999999999
23508 500000.0000000002
23509 499999.9999999999
23510 499999.9999999998
23511 499999.9999999998
23512 500000.0000000003
23513 500000.0000000001
23514 499999.9999999999
23515 500000.0000000003
23516 499999.9999999997
23517 500000.0000000002
23518 499999.9999999998
23519 500000.0000000002
23520 500000.0000000003
23521 500000.0000000001
23522 499999.9999999996
23523 499999.9999999998
23524 499999.9999999998
23525 499999.9999999999
23526 499999.9999999997
23527 500000.0000000002
23528 500000
23529 500000.0000000005
23530 499999.9999999998
23531 500000.0000000001
23532 499999.9999999997
23533 499999.9999999999
23534 500000.0000000002
23535 499999.9999999999
23536 499999.9999999999
23537 500000.0000000001
23538 500000.0000000001
23539 499999.9999999999
23540 500000.0000000002
23541 499999.9999999999
23542 500000.0000000001
23543 500000.0000000001
23544 500000.0000000002
23545 500000.0000000002
23546 500000.0000000003
23547 500000.0000000001
23548 499999.9999999998
23549 499999.9999999999
23550 500000.0000000001
23551 500000.0000000001
23552 500000.0000000006
23553 499999.9999999999
23554 500000.0000000001
23555 499999.9999999999
23556 500000.0000000003
23557 499999.9999999999
23558 499999.9999999994
23559 500000
23560 500000
23561 499999.9999999997
23562 500000
23563 499999.9999999994
23564 500000.0000000001
