"out-total-outlet-enthalpy-rfile"
"Iteration" "out-total-outlet-enthalpy"
("Iteration" "out-total-outlet-enthalpy")
27997 491320.6195638743
27998 491321.0142676807
27999 491321.4089389503
28000 491321.8035777243
28001 491322.1981840603
28002 491322.5927580077
28003 491322.9872996105
28004 491323.3818089212
28005 491323.7762859789
28006 491324.1707308234
28007 491324.5651435031
28008 491324.9595240427
28009 491325.3538724755
28010 491325.7481888391
28011 491326.1424731594
28012 491326.5367254611
28013 491326.9309457708
28014 491327.3251341061
28015 491327.7192904897
28016 491328.1134149317
28017 491328.5075074589
28018 491328.9015680769
28019 491329.2955968028
28020 491329.6895936442
28021 491330.0835586179
28022 491330.4774917288
28023 491330.871393002
28024 491331.2652624464
28025 491331.6591000669
28026 491332.0529058746
28027 491332.4466798767
28028 491332.8404220665
28029 491333.2341322118
28030 491333.6278102073
28031 491334.021455966
28032 491334.4150694333
28033 491334.808650586
28034 491335.2021994246
28035 491335.5957159851
28036 491335.9892003057
28037 491336.3826524341
28038 491336.7760724429
28039 491337.1694603966
28040 491337.5628163606
28041 491337.956140389
28042 491338.3494325228
28043 491338.7426927965
28044 491339.1359212351
28045 491339.5291178588
28046 491339.9222826748
28047 491340.3154156855
28048 491340.7085168828
28049 491341.1015862735
28050 491341.4946238441
28051 491341.8876295827
28052 491342.2806034882
28053 491342.6735455566
28054 491343.0664557763
28055 491343.4593341409
28056 491343.8521806542
28057 491344.2449953133
28058 491344.6377781216
28059 491345.0305290824
28060 491345.4232481989
28061 491345.8159354802
28062 491346.2085909343
28063 491346.6012145682
28064 491346.9938064079
28065 491347.3863664557
28066 491347.7788947219
28067 491348.1713912064
28068 491348.5638559234
28069 491348.9562888655
28070 491349.3486900797
28071 491349.7410595992
28072 491350.13339746
28073 491350.5257036799
28074 491350.9179782801
28075 491351.3102212701
28076 491351.7024326616
28077 491352.0946124541
28078 491352.4867606496
28079 491352.8788772611
28080 491353.270962273
28081 491353.663015697
28082 491354.0550375217
28083 491354.4470277336
28084 491354.8389862959
28085 491355.2309131665
28086 491355.6228082674
28087 491356.014671494
28088 491356.4065027245
28089 491356.7983018088
28090 491357.1900685848
28091 491357.5818028877
28092 491357.9735045601
28093 491358.3651734497
28094 491358.7568094187
28095 491359.148412358
28096 491359.5399821801
28097 491359.9315188177
28098 491360.3230222441
28099 491360.7144924511
28100 491361.1059294611
28101 491361.4973333143
28102 491361.8887040585
28103 491362.2800417601
28104 491362.671346502
28105 491363.0626183792
28106 491363.4538574754
28107 491363.8450639005
28108 491364.2362377439
28109 491364.6273791105
28110 491365.0184880981
28111 491365.4095647969
28112 491365.8006094383
28113 491366.191622862
28114 491366.582605296
28115 491366.9735568579
28116 491367.3644775995
28117 491367.7553675215
28118 491368.1462266273
28119 491368.5370548464
28120 491368.9278521514
28121 491369.3186185177
28122 491369.7093539116
28123 491370.1000583161
28124 491370.4907317024
28125 491370.8813740482
28126 491371.2719853313
28127 491371.6625655243
28128 491372.0531146107
28129 491372.4436325633
28130 491372.8341193641
28131 491373.2245749815
28132 491373.6149993929
28133 491374.0053925652
28134 491374.3957544761
28135 491374.7860850822
28136 491375.1763843611
28137 491375.566652294
28138 491375.9568888348
28139 491376.3470939548
28140 491376.7372676264
28141 491377.1274098253
28142 491377.517520513
28143 491377.9075996751
28144 491378.297647301
28145 491378.6876633716
28146 491379.0776478688
28147 491379.4676007777
28148 491379.8575220857
28149 491380.2474117712
28150 491380.6372718667
28151 491381.0271054749
28152 491381.4169125037
28153 491381.8066920858
28154 491382.1964431725
28155 491382.5861647746
28156 491382.9758560655
28157 491383.3655163894
28158 491383.7551452552
28159 491384.1447422993
28160 491384.5343072643
28161 491384.9238399726
28162 491385.3133403049
28163 491385.7028081847
28164 491386.0922435772
28165 491386.4816464609
28166 491386.8710168271
28167 491387.2603546905
28168 491387.6496600702
28169 491388.0389329927
28170 491388.4281734765
28171 491388.8173815538
28172 491389.2065567143
28173 491389.5956984397
28174 491389.9848066623
28175 491390.3738814655
28176 491390.7629229769
28177 491391.1519313499
28178 491391.5409067245
28179 491391.9298492313
28180 491392.3187589949
28181 491392.7076361235
28182 491393.0964807128
28183 491393.4852928543
28184 491393.8740726244
28185 491394.2628200907
28186 491394.6515353135
28187 491395.0402183466
28188 491395.4288692324
28189 491395.8174880127
28190 491396.206074717
28191 491396.5946293677
28192 491396.9831519828
28193 491397.3716425729
28194 491397.7601011503
28195 491398.1485277139
28196 491398.5369222514
28197 491398.9252847628
28198 491399.3136152302
28199 491399.7019136425
28200 491400.0901799808
28201 491400.4784139256
28202 491400.8666152398
28203 491401.2547839537
28204 491401.6429201149
28205 491402.0310237791
28206 491402.4190949782
28207 491402.8071337548
28208 491403.1951401448
28209 491403.5831141656
28210 491403.9710558431
28211 491404.3589651939
28212 491404.7468422425
28213 491405.1346869926
28214 491405.5224994703
28215 491405.9102796965
28216 491406.2980276925
28217 491406.6857434795
28218 491407.0734270929
28219 491407.4610785527
28220 491407.8486978936
28221 491408.2362851429
28222 491408.6238403369
28223 491409.0113635053
28224 491409.3988546802
28225 491409.7863139
28226 491410.1737411945
28227 491410.5611365939
28228 491410.9485001378
28229 491411.3358318485
28230 491411.7231317641
28231 491412.1103999082
28232 491412.4976363131
28233 491412.8848410104
28234 491413.2720140244
28235 491413.6591553856
28236 491414.0462651144
28237 491414.4333433673
28238 491414.8203900724
28239 491415.2074062419
28240 491415.5943947716
28241 491415.9813572342
28242 491416.3682939117
28243 491416.7552044827
28244 491417.1420884127
28245 491417.5289451002
28246 491417.9157739624
28247 491418.3025744691
28248 491418.6893461571
28249 491419.0760886288
28250 491419.4628015494
28251 491419.8494846396
28252 491420.2361376775
28253 491420.6227604735
28254 491421.0093528799
28255 491421.3959147765
28256 491421.7824460719
28257 491422.1689466921
28258 491422.5554165792
28259 491422.9418556934
28260 491423.3282639956
28261 491423.7146414613
28262 491424.1009880738
28263 491424.4873038128
28264 491424.8735886752
28265 491425.2598426458
28266 491425.6460657165
28267 491426.0322578774
28268 491426.4184191343
28269 491426.8045494727
28270 491427.1906488933
28271 491427.5767173865
28272 491427.9627549514
28273 491428.3487615841
28274 491428.7347372851
28275 491429.1206820483
28276 491429.5065958701
28277 491429.8924787452
28278 491430.2783306704
28279 491430.6641516435
28280 491431.0499416584
28281 491431.4357007145
28282 491431.8214288073
28283 491432.2071259355
28284 491432.5927921011
28285 491432.9784272947
28286 491433.3640315197
28287 491433.7496047525
28288 491434.1351470014
28289 491434.5206582541
28290 491434.906138497
28291 491435.291587715
28292 491435.6770058861
28293 491436.0623929922
28294 491436.4477490066
28295 491436.833073904
28296 491437.2183676558
28297 491437.6036302425
28298 491437.9888616379
28299 491438.3740618264
28300 491438.7592307992
28301 491439.1443685527
28302 491439.5294750728
28303 491439.9145503666
28304 491440.2995944206
28305 491440.6846072329
28306 491441.0695888076
28307 491441.4545391506
28308 491441.8394582648
28309 491442.2243461449
28310 491442.6092028065
28311 491442.9940282549
28312 491443.3788224984
28313 491443.7635855465
28314 491444.1483174054
28315 491444.5330180869
28316 491444.9176875951
28317 491445.3023259386
28318 491445.6869331338
28319 491446.0715091852
28320 491446.4560541059
28321 491446.8405678947
28322 491447.2250505725
28323 491447.6095021438
28324 491447.9939226154
28325 491448.3783119624
28326 491448.7626700723
28327 491449.1469967798
28328 491449.5312919069
28329 491449.9155552408
28330 491450.2997865819
28331 491450.6839857459
28332 491451.0681525662
28333 491451.4522869306
28334 491451.8363887606
28335 491452.2204580301
28336 491452.6044947547
28337 491452.9884989851
28338 491453.3724707896
28339 491453.7564102676
28340 491454.1403175274
28341 491454.5241926963
28342 491454.908035897
28343 491455.2918472603
28344 491455.6756269005
28345 491456.0593749362
28346 491456.4430914766
28347 491456.8267766096
28348 491457.210430424
28349 491457.5940529947
28350 491457.9776443883
28351 491458.361204658
28352 491458.7447338596
28353 491459.1282320264
28354 491459.5116992025
28355 491459.8951354177
28356 491460.2785396484
28357 491460.6619098872
28358 491461.0452470154
28359 491461.4285515869
28360 491461.8118239893
28361 491462.1950644947
28362 491462.5782732906
28363 491462.9614505287
28364 491463.3445963137
28365 491463.7277107412
28366 491464.1107938832
28367 491464.4938457924
28368 491464.876866511
28369 491465.2598560936
28370 491465.642814567
28371 491466.0257419596
28372 491466.4086383001
28373 491466.791503606
28374 491467.1743379027
28375 491467.5571412008
28376 491467.9399135228
28377 491468.3226548739
28378 491468.7053652731
28379 491469.0880447288
28380 491469.4706932502
28381 491469.8533108481
28382 491470.2358975328
28383 491470.6184533046
28384 491471.0009781846
28385 491471.3834721729
28386 491471.7659352866
28387 491472.148367535
28388 491472.5307689219
28389 491472.9131394562
28390 491473.2954791501
28391 491473.6777880153
28392 491474.0600660568
28393 491474.4423132891
28394 491474.8245297248
28395 491475.2067153638
28396 491475.5888702264
28397 491475.9709943119
28398 491476.353087629
28399 491476.7351501772
28400 491477.1171819689
28401 491477.4991830059
28402 491477.881153283
28403 491478.2630928117
28404 491478.6450015881
28405 491479.0268796211
28406 491479.4087269044
28407 491479.7905434431
28408 491480.1723292338
28409 491480.5540842815
28410 491480.935808594
28411 491481.3175021576
28412 491481.6991649903
28413 491482.0807970792
28414 491482.4623984857
28415 491482.8439692644
28416 491483.2255094718
28417 491483.6070191499
28418 491483.9884983294
28419 491484.3699470148
28420 491484.7513651907
28421 491485.1327528327
28422 491485.5141099077
28423 491485.8954364095
28424 491486.276732321
28425 491486.6579976318
28426 491487.0392323273
28427 491487.4204364066
28428 491487.8016097113
28429 491488.1827523119
28430 491488.5638644197
28431 491488.9449462089
28432 491489.3259977679
28433 491489.7070190919
28434 491490.088010088
28435 491490.4689706145
28436 491490.8499005128
28437 491491.2307996624
28438 491491.6116679685
28439 491491.9925053713
28440 491492.3733118674
28441 491492.7540874485
28442 491493.1348321463
28443 491493.5155459868
28444 491493.8962289919
28445 491494.2768811974
28446 491494.6575026198
28447 491495.0380932817
28448 491495.4186531926
28449 491495.7991823576
28450 491496.179680787
28451 491496.5601484864
28452 491496.9405854592
28453 491497.320991711
28454 491497.7013672434
28455 491498.0817120586
28456 491498.4620261599
28457 491498.8423095463
28458 491499.2225622282
28459 491499.6027842119
28460 491499.982975497
28461 491500.3631360991
28462 491500.7432660171
28463 491501.1233652627
28464 491501.5034338344
28465 491501.8834717555
28466 491502.2634790233
28467 491502.6434556432
28468 491503.0234016258
28469 491503.403316972
28470 491503.7832016865
28471 491504.163055778
28472 491504.5428792501
28473 491504.9226721005
28474 491505.3024343344
28475 491505.682165954
28476 491506.0618669595
28477 491506.4415373523
28478 491506.8211771264
28479 491507.2007862918
28480 491507.580364836
28481 491507.959912764
28482 491508.3394300675
28483 491508.7189167472
28484 491509.0983727979
28485 491509.4777982183
28486 491509.857192964
28487 491510.2365570107
28488 491510.615890334
28489 491510.9951929224
28490 491511.3744647541
28491 491511.7537058265
28492 491512.1329161344
28493 491512.512095678
28494 491512.8912444721
28495 491513.2703625096
28496 491513.6494498041
28497 491514.0285063645
28498 491514.4075321978
28499 491514.7865273154
28500 491515.1655020858
28501 491515.5444540646
28502 491515.9233811063
28503 491516.3022748727
28504 491516.6811266993
28505 491517.0599426092
28506 491517.4387262394
28507 491517.8174797323
28508 491518.1962026893
28509 491518.5748944408
28510 491518.9535543641
28511 491519.3321819172
28512 491519.7107766707
28513 491520.0893383738
28514 491520.4678669328
28515 491520.8463623786
28516 491521.2248248165
28517 491521.6032543975
28518 491521.9816513049
28519 491522.360015745
28520 491522.7383481115
28521 491523.1166486787
28522 491523.4949176954
28523 491523.8731553871
28524 491524.2513619523
28525 491524.6295375905
28526 491525.0076824857
28527 491525.3857968137
28528 491525.7638807365
28529 491526.1419344036
28530 491526.5199579583
28531 491526.8979515226
28532 491527.2759152138
28533 491527.653849129
28534 491528.0317533281
28535 491528.4096278741
28536 491528.7874728242
28537 491529.1652882092
28538 491529.5430740584
28539 491529.9208303763
28540 491530.2985571569
28541 491530.6762543804
28542 491531.053922014
28543 491531.4315600159
28544 491531.8091683279
28545 491532.1867468859
28546 491532.5642956161
28547 491532.9418144506
28548 491533.3193033044
28549 491533.6967620945
28550 491534.07419074
28551 491534.4515891658
28552 491534.8289573011
28553 491535.206295069
28554 491535.58360241
28555 491535.9608792677
28556 491536.3381255897
28557 491536.7153413289
28558 491537.0925264471
28559 491537.4696809055
28560 491537.8468046854
28561 491538.2238977597
28562 491538.6009601145
28563 491538.9779917502
28564 491539.3549926556
28565 491539.7319628328
28566 491540.1089020084
28567 491540.485809387
28568 491540.8626842686
28569 491541.2395260424
28570 491541.6163342673
28571 491541.9931086946
28572 491542.3698492802
28573 491542.7465561636
28574 491543.1232296173
28575 491543.4998699866
28576 491543.8764776713
28577 491544.253053076
28578 491544.629596587
28579 491545.0061085686
28580 491545.3825893432
28581 491545.7590391836
28582 491546.1354583278
28583 491546.5118469747
28584 491546.8882052323
28585 491547.2645332388
28586 491547.6408310878
28587 491548.0170988378
28588 491548.3933365098
28589 491548.7695441082
28590 491549.1457216162
28591 491549.5218690187
28592 491549.8979862847
28593 491550.2740733993
28594 491550.6501303359
28595 491551.0261570896
28596 491551.4021536483
28597 491551.7781200074
28598 491552.1540561768
28599 491552.5299621666
28600 491552.9058379935
28601 491553.2816836764
28602 491553.6574992362
28603 491554.0332846932
28604 491554.4090400779
28605 491554.7847654228
28606 491555.1604607468
28607 491555.5361260737
28608 491555.911761421
28609 491556.2873668137
28610 491556.6629422731
28611 491557.0384878112
28612 491557.4140034373
28613 491557.7894891746
28614 491558.1649450218
28615 491558.5403709922
28616 491558.9157670911
28617 491559.2911333225
28618 491559.6664696858
28619 491560.0417761817
28620 491560.4170528108
28621 491560.7922995709
28622 491561.1675164606
28623 491561.5427034785
28624 491561.9178606155
28625 491562.2929878677
28626 491562.6680852983
28627 491563.0431529221
28628 491563.4181907633
28629 491563.7931988611
28630 491564.1681772442
28631 491564.5431259398
28632 491564.9180449782
28633 491565.2929343738
28634 491565.6677941337
28635 491566.0426242517
28636 491566.4174247084
28637 491566.7921954755
28638 491567.1669365143
28639 491567.5416477803
28640 491567.9163292408
28641 491568.2909808538
28642 491568.6656025763
28643 491569.04019438
28644 491569.4147562244
28645 491569.7892880813
28646 491570.1637899248
28647 491570.5382617328
28648 491570.9127034917
28649 491571.2871151829
28650 491571.6614967973
28651 491572.0358483242
28652 491572.4101697557
28653 491572.7844610813
28654 491573.1587223057
28655 491573.5329534288
28656 491573.9071544497
28657 491574.2813253635
28658 491574.6554661707
28659 491575.0295768738
28660 491575.4036574736
28661 491575.7777079745
28662 491576.1517283782
28663 491576.5257186855
28664 491576.8996789006
28665 491577.2736090168
28666 491577.6475090424
28667 491578.0213789789
28668 491578.395218829
28669 491578.7690284913
28670 491579.1428079012
28671 491579.5165570474
28672 491579.8902759333
28673 491580.26396457
28674 491580.6376229751
28675 491581.0112511579
28676 491581.3848491397
28677 491581.7584169316
28678 491582.1319545426
28679 491582.5054619809
28680 491582.8789392615
28681 491583.2523863905
28682 491583.6258033701
28683 491583.999190207
28684 491584.3725469098
28685 491584.7458733474
28686 491585.1191695876
28687 491585.4924356691
28688 491585.865671607
28689 491586.2388774047
28690 491586.6120530752
28691 491586.9851986211
28692 491587.3583140505
28693 491587.7313993715
28694 491588.1044545863
28695 491588.4774797007
28696 491588.8504747114
28697 491589.223439627
28698 491589.5963744383
28699 491589.9692791575
28700 491590.3421537788
28701 491590.7149983119
28702 491591.0878127524
28703 491591.460597101
28704 491591.8333513846
28705 491592.206075592
28706 491592.5787697139
28707 491592.9514337474
28708 491593.3240676916
28709 491593.6966715411
28710 491594.0692434774
28711 491594.4417790604
28712 491594.814276621
28713 491595.1867352437
28714 491595.5591548774
28715 491595.9315361459
28716 491596.3038800523
28717 491596.6761877878
28718 491597.048460556
28719 491597.4206994788
28720 491597.7929055533
28721 491598.1650796264
28722 491598.5372224118
28723 491598.9093344848
28724 491599.2814162939
28725 491599.6534682079
28726 491600.0254905056
28727 491600.3974833922
28728 491600.7694470284
28729 491601.1413815209
28730 491601.5132869541
28731 491601.8851633806
28732 491602.2570107211
28733 491602.628829069
28734 491603.0006184314
28735 491603.37237881
28736 491603.7441101824
28737 491604.115812536
28738 491604.4874858477
28739 491604.8591300925
28740 491605.2307452379
28741 491605.6023312579
28742 491605.9738881137
28743 491606.3454157826
28744 491606.7169142404
28745 491607.0883834471
28746 491607.4598233747
28747 491607.8312339977
28748 491608.2026152897
28749 491608.5739672215
28750 491608.9452897705
28751 491609.3165829115
28752 491609.6878466232
28753 491610.0590808835
28754 491610.4302856735
28755 491610.8014609641
28756 491611.1726067433
28757 491611.5437229939
28758 491611.9148096932
28759 491612.2858668257
28760 491612.6568943768
28761 491613.0278923271
28762 491613.3988606699
28763 491613.7697993901
28764 491614.1407084665
28765 491614.5115878906
28766 491614.8824376498
28767 491615.253257729
28768 491615.6240481178
28769 491615.9948087524
28770 491616.3655395993
28771 491616.7362406461
28772 491617.1069118754
28773 491617.4775532811
28774 491617.8481648578
28775 491618.2187465993
28776 491618.589298506
28777 491618.9598205802
28778 491619.3303128198
28779 491619.7007752141
28780 491620.0712077165
28781 491620.4416103231
28782 491620.8119830157
28783 491621.1823257615
28784 491621.5526383668
28785 491621.9229185205
28786 491622.2931668811
28787 491622.6633838252
28788 491623.0335695751
28789 491623.4037242671
28790 491623.7738479643
28791 491624.1439407096
28792 491624.5140025229
28793 491624.8840334137
28794 491625.2540333936
28795 491625.6240024815
28796 491625.9939406912
28797 491626.3638480477
28798 491626.7337245856
28799 491627.1035703378
28800 491627.4733853466
28801 491627.843169655
28802 491628.2129233049
28803 491628.582646355
28804 491628.9523388468
28805 491629.3220008298
28806 491629.6916323497
28807 491630.0612334574
28808 491630.4308042017
28809 491630.8003446205
28810 491631.1698547516
28811 491631.5393346334
28812 491631.9087842928
28813 491632.2782037614
28814 491632.6475930694
28815 491633.0169522332
28816 491633.3862812842
28817 491633.7555801346
28818 491634.1248487924
28819 491634.4940872632
28820 491634.863295523
28821 491635.2324735748
28822 491635.6016214039
28823 491635.9707390163
28824 491636.3398264156
28825 491636.7088836269
28826 491637.0779106741
28827 491637.4469075837
28828 491637.8158743844
28829 491638.1848111132
28830 491638.553717797
28831 491638.9225944674
28832 491639.2914411558
28833 491639.6602578801
28834 491640.0290446689
28835 491640.397801546
28836 491640.766528531
28837 491641.1352256443
28838 491641.5038928954
28839 491641.8725303009
28840 491642.2411378793
28841 491642.6097156337
28842 491642.9782635754
28843 491643.346781713
28844 491643.7152700541
28845 491644.0837286058
28846 491644.452157368
28847 491644.8205563542
28848 491645.1889255696
28849 491645.5572650259
28850 491645.9255747354
28851 491646.2938547041
28852 491646.6621049371
28853 491647.0303254392
28854 491647.3985162096
28855 491647.7666772021
28856 491648.1348078771
28857 491648.5029080579
28858 491648.870978582
28859 491649.2390201378
28860 491649.6070315044
28861 491649.9750118768
28862 491650.3429607581
28863 491650.7108778965
28864 491651.0787632191
28865 491651.4466167682
28866 491651.8144386795
28867 491652.1822291255
28868 491652.5499883021
28869 491652.9177164267
28870 491653.2854137031
28871 491653.6530803251
28872 491654.0207164648
28873 491654.3883222753
28874 491654.7558978975
28875 491655.1234434452
28876 491655.4909590203
28877 491655.8584447094
28878 491656.2259005867
28879 491656.5933267155
28880 491656.9607231408
28881 491657.328089907
28882 491657.6954270483
28883 491658.062734589
28884 491658.4300125605
28885 491658.7972609806
28886 491659.1644798644
28887 491659.5316692237
28888 491659.898829075
28889 491660.2659594253
28890 491660.6330602792
28891 491661.0001316461
28892 491661.3671735271
28893 491661.7341859296
28894 491662.1011688538
28895 491662.4681222983
28896 491662.8350462684
28897 491663.2019407631
28898 491663.5688057805
28899 491663.9356413253
28900 491664.3024473915
28901 491664.669223987
28902 491665.0359711073
28903 491665.4026887503
28904 491665.7693769137
28905 491666.1360356013
28906 491666.5026648106
28907 491666.8692645393
28908 491667.2358347956
28909 491667.6023755772
28910 491667.968886885
28911 491668.3353687196
28912 491668.701821079
28913 491669.0682439576
28914 491669.4346373531
28915 491669.8010012538
28916 491670.1673356371
28917 491670.5336404844
28918 491670.8999157617
28919 491671.2661614381
28920 491671.6323774849
28921 491671.9985638649
28922 491672.3647205447
28923 491672.7308475003
28924 491673.0969446971
28925 491673.4630121142
28926 491673.8290497302
28927 491674.1950575323
28928 491674.5610355166
28929 491674.9269836705
28930 491675.2929020093
28931 491675.6587905287
28932 491676.0246492416
28933 491676.3904781597
28934 491676.756277299
28935 491677.1220466803
28936 491677.4877863137
28937 491677.8534962286
28938 491678.2191764402
28939 491678.5848269793
28940 491678.9504478652
28941 491679.3160391257
28942 491679.681600787
28943 491680.0471328756
28944 491680.4126354271
28945 491680.7781084601
28946 491681.1435520027
28947 491681.5089660786
28948 491681.8743507088
28949 491682.2397059198
28950 491682.6050317214
28951 491682.9703281326
28952 491683.3355951544
28953 491683.7008328084
28954 491684.0660410799
28955 491684.4312199827
28956 491684.7963680332
28957 491685.1614770616
28958 491685.5265441697
28959 491685.89156796
28960 491686.2565510008
28961 491686.6214948946
28962 491686.9864011212
28963 491687.351271331
28964 491687.7161071469
28965 491688.0809100298
28966 491688.4456812267
28967 491688.810421798
28968 491689.1751325988
28969 491689.5398143097
28970 491689.9044674546
28971 491690.2690924319
28972 491690.6336895396
28973 491690.9982589954
28974 491691.362800949
28975 491691.7273155039
28976 491692.0918027239
28977 491692.4562626414
28978 491692.8206952593
28979 491693.1851005682
28980 491693.5494785466
28981 491693.9138291529
28982 491694.2781523436
28983 491694.6424480673
28984 491695.0067162745
28985 491695.3709569025
28986 491695.7351698828
28987 491696.0993551646
28988 491696.4635126852
28989 491696.8276423831
28990 491697.1917441959
28991 491697.5558180657
28992 491697.9198639343
28993 491698.2838817509
28994 491698.6478714627
28995 491699.0118330151
28996 491699.37576636
28997 491699.7396714312
28998 491700.1035481338
28999 491700.4673963736
29000 491700.8312160458
29001 491701.1950070767
29002 491701.5587693932
29003 491701.9225029399
29004 491702.2862076819
29005 491702.6498835912
29006 491703.0135306488
29007 491703.3771488435
29008 491703.7407381657
29009 491704.1042986216
29010 491704.4678301997
29011 491704.8313328968
29012 491705.1948067144
29013 491705.5582516507
29014 491705.9216677006
29015 491706.2850548568
29016 491706.6484131186
29017 491707.0117424881
29018 491707.3750429343
29019 491707.7383144312
29020 491708.1015569441
29021 491708.4647704317
29022 491708.8279548455
29023 491709.1911101384
29024 491709.5542362517
29025 491709.9173331358
29026 491710.2804007491
29027 491710.6434390488
29028 491711.0064479989
29029 491711.3694275777
29030 491711.7323777603
29031 491712.0952985442
29032 491712.4581899199
29033 491712.8210518881
29034 491713.1838844588
29035 491713.5466876419
29036 491713.9094614595
29037 491714.2722059301
29038 491714.6349210707
29039 491714.9976069136
29040 491715.3602634968
29041 491715.7228908465
29042 491716.085488993
29043 491716.4480579598
29044 491716.8105977628
29045 491717.1731086472
29046 491717.535591587
29047 491717.8980465897
29048 491718.2604735889
29049 491718.6228724738
29050 491718.985243153
29051 491719.3475855339
29052 491719.7098995279
29053 491720.0721850643
29054 491720.4344420727
29055 491720.796670495
29056 491721.1588702836
29057 491721.5210413905
29058 491721.8831837844
29059 491722.2452974233
29060 491722.6073822777
29061 491722.9694383077
29062 491723.3314654805
29063 491723.6934637682
29064 491724.0554331411
29065 491724.4173735774
29066 491724.7792850557
29067 491725.1411675617
29068 491725.5030210793
29069 491725.8648455972
29070 491726.2266411043
29071 491726.5884075903
29072 491726.9501450541
29073 491727.3118534868
29074 491727.673532875
29075 491728.0351832171
29076 491728.396804503
29077 491728.7583967358
29078 491729.1199599085
29079 491729.4814940165
29080 491729.842999057
29081 491730.2044756858
29082 491730.5659278239
29083 491730.9273568986
29084 491731.2887636148
29085 491731.6501479505
29086 491732.011509366
29087 491732.3728470328
29088 491732.7341600346
29089 491733.0954474409
29090 491733.4567084009
29091 491733.8179421783
29092 491734.1791481339
29093 491734.5403257493
29094 491734.9014745882
29095 491735.2625943151
29096 491735.6236846611
29097 491735.984745417
29098 491736.3457764293
29099 491736.7067775714
29100 491737.0677487676
29101 491737.4286899533
29102 491737.7896010901
29103 491738.1504821497
29104 491738.5113331292
29105 491738.8721540262
29106 491739.2329448561
29107 491739.5937056199
29108 491739.9544363471
29109 491740.3151370637
29110 491740.6758077845
29111 491741.0364485355
29112 491741.3970593378
29113 491741.7576402227
29114 491742.1181912142
29115 491742.4787123371
29116 491742.8392036129
29117 491743.1996650712
29118 491743.5600967295
29119 491743.9204986122
29120 491744.2808707347
29121 491744.6412131183
29122 491745.0015257826
29123 491745.361808737
29124 491745.7220619999
29125 491746.082285586
29126 491746.4424795042
29127 491746.8026437662
29128 491747.1627783876
29129 491747.5228833748
29130 491747.8829587383
29131 491748.2430044917
29132 491748.6030206417
29133 491748.9630071946
29134 491749.3229641644
29135 491749.6828915641
29136 491750.0427893874
29137 491750.4026576573
29138 491750.7624963793
29139 491751.1223055626
29140 491751.4820852132
29141 491751.841835348
29142 491752.2015559826
29143 491752.5612471186
29144 491752.9209087719
29145 491753.2805409514
29146 491753.6401436756
29147 491753.9997169583
29148 491754.3592608117
29149 491754.7187752483
29150 491755.0782602813
29151 491755.4377159232
29152 491755.7971421868
29153 491756.1565390881
29154 491756.5159066236
29155 491756.8752448124
29156 491757.2345536629
29157 491757.5938334317
29158 491757.9530861029
29159 491758.312311872
29160 491758.6715104748
29161 491759.0306814881
29162 491759.3898244657
29163 491759.7489389927
29164 491760.1080247315
29165 491760.4670814272
29166 491760.8261089019
29167 491761.1851070423
29168 491761.5440757956
29169 491761.9030151505
29170 491762.2619251302
29171 491762.6208057705
29172 491762.9796571378
29173 491763.3384792911
29174 491763.6972722911
29175 491764.0560361982
29176 491764.4147710677
29177 491764.7734769517
29178 491765.1321538921
29179 491765.4908019277
29180 491765.8494210871
29181 491766.2080113954
29182 491766.5665728711
29183 491766.9251055374
29184 491767.2836094009
29185 491767.6420844698
29186 491768.0005307457
29187 491768.3589482353
29188 491768.7173369401
29189 491769.0756968569
29190 491769.4340279878
29191 491769.7923303393
29192 491770.1506039308
29193 491770.508848776
29194 491770.8670648737
29195 491771.2252522389
29196 491771.5834108642
29197 491771.9415407373
29198 491772.299641825
29199 491772.6577140822
29200 491773.0157574604
29201 491773.3737719118
29202 491773.7317573957
29203 491774.0897138804
29204 491774.447641373
29205 491774.8055398808
29206 491775.1634094059
29207 491775.5212499633
29208 491775.879061557
29209 491776.2368442008
29210 491776.5945978916
29211 491776.9523226391
29212 491777.3100184531
29213 491777.6676853286
29214 491778.0253232802
29215 491778.3829322996
29216 491778.7405123946
29217 491779.0980635353
29218 491779.4555856445
29219 491779.8130786385
29220 491780.1705425214
29221 491780.5279773627
29222 491780.8853832567
29223 491781.2427602904
29224 491781.6001085163
29225 491781.9574279513
29226 491782.3147185795
29227 491782.6719803783
29228 491783.0292133103
29229 491783.386417349
29230 491783.7435924653
29231 491784.1007386408
29232 491784.4578558631
29233 491784.8149441213
29234 491785.1720034053
29235 491785.5290337075
29236 491785.8860350188
29237 491786.2430073308
29238 491786.5999506277
29239 491786.956864905
29240 491787.3137501594
29241 491787.6706063774
29242 491788.0274335585
29243 491788.3842317008
29244 491788.7410007979
29245 491789.0977408467
29246 491789.4544518384
29247 491789.8111337323
29248 491790.1677864642
29249 491790.524409934
29250 491790.8810040048
29251 491791.2375685182
29252 491791.5941032891
29253 491791.9506081376
29254 491792.3070828723
29255 491792.6635273258
29256 491793.0199413433
29257 491793.3763248051
29258 491793.7326776182
29259 491794.0889997229
29260 491794.4452910905
29261 491794.801551726
29262 491795.1577816556
29263 491795.5139809376
29264 491795.8701496332
29265 491796.2262878217
29266 491796.5823955814
29267 491796.9384730064
29268 491797.2945201449
29269 491797.6505367773
29270 491798.0065229709
29271 491798.3624788129
29272 491798.7184043783
29273 491799.0742997457
