"exit-static-temperature-rfile"
"Iteration" "exit-static-temperature"
("Iteration" "exit-static-temperature")
20234 361.2218034127445
20235 361.2221079717913
20236 361.2224125121251
20237 361.2227170337367
20238 361.2230215366228
20239 361.223326020761
20240 361.2236304861233
20241 361.2239349326923
20242 361.2242393604316
20243 361.224543769302
20244 361.2248481592777
20245 361.2251525303301
20246 361.2254568824143
20247 361.2257612155122
20248 361.2260655295814
20249 361.2263698246145
20250 361.2266741005878
20251 361.2269783574878
20252 361.2272825953018
20253 361.2275868140202
20254 361.2278910136368
20255 361.2281951941411
20256 361.2284993555317
20257 361.2288034978105
20258 361.2291076209783
20259 361.2294117250275
20260 361.2297158099657
20261 361.2300198757914
20262 361.2303239224934
20263 361.2306279500791
20264 361.2309319585239
20265 361.2312359478594
20266 361.2315399180546
20267 361.2318438691192
20268 361.2321478010327
20269 361.2324517138092
20270 361.2327556074298
20271 361.2330594819009
20272 361.2333633372057
20273 361.2336671733429
20274 361.2339709903117
20275 361.2342747881146
20276 361.2345785667403
20277 361.2348823261951
20278 361.2351860664671
20279 361.2354897875549
20280 361.2357934894578
20281 361.236097172187
20282 361.2364008357159
20283 361.2367044800528
20284 361.2370081051969
20285 361.2373117111449
20286 361.2376152978812
20287 361.2379188654156
20288 361.2382224137285
20289 361.2385259428313
20290 361.2388294527042
20291 361.2391329433273
20292 361.2394364146775
20293 361.2397398667453
20294 361.2400432994955
20295 361.2403467129116
20296 361.2406501069542
20297 361.2409534816044
20298 361.2412568368013
20299 361.2415601725281
20300 361.2418634887281
20301 361.242166785371
20302 361.2424700624149
20303 361.2427733198078
20304 361.2430765575133
20305 361.2433797754813
20306 361.2436829736661
20307 361.2439861519724
20308 361.2442893103222
20309 361.2445924486663
20310 361.2448955669529
20311 361.2451986651254
20312 361.2455017431228
20313 361.2458048008575
20314 361.2461078382818
20315 361.246410855314
20316 361.2467138519254
20317 361.2470168280633
20318 361.2473197840392
20319 361.2476227195579
20320 361.2479256345965
20321 361.2482285291669
20322 361.24853140328
20323 361.2488342569663
20324 361.2491370902725
20325 361.2494399032608
20326 361.2497426959814
20327 361.2500454684969
20328 361.2503482208717
20329 361.2506509531603
20330 361.2509536654428
20331 361.2512563577549
20332 361.2515590301786
20333 361.2518616827537
20334 361.2521643155403
20335 361.2524669285814
20336 361.2527695219169
20337 361.2530720955681
20338 361.2533746495695
20339 361.253677183925
20340 361.2539796986334
20341 361.25428219369
20342 361.2545846690576
20343 361.2548871246992
20344 361.2551895605478
20345 361.2554919765371
20346 361.2557943725841
20347 361.2560967485928
20348 361.2563991044602
20349 361.2567014400904
20350 361.2570037553775
20351 361.2573060502397
20352 361.2576083245949
20353 361.2579105783676
20354 361.2582128115045
20355 361.2585150239655
20356 361.2588172157323
20357 361.2591193867901
20358 361.2594215371453
20359 361.2597236668094
20360 361.2600257758225
20361 361.2603278642105
20362 361.2606299320295
20363 361.2609319793199
20364 361.261234006159
20365 361.2615360125732
20366 361.2618379986332
20367 361.262139964385
20368 361.2624419099008
20369 361.2627438352263
20370 361.2630457403968
20371 361.2633476254713
20372 361.2636494904855
20373 361.2639513354712
20374 361.2642531604731
20375 361.2645549654975
20376 361.2648567505638
20377 361.2651585156735
20378 361.2654602608386
20379 361.2657619860167
20380 361.266063691209
20381 361.2663653763959
20382 361.2666670415216
20383 361.2669686865411
20384 361.2672703114119
20385 361.2675719158876
20386 361.2678734997189
20387 361.2681750626721
20388 361.2684766045374
20389 361.2687781250778
20390 361.2690796241006
20391 361.2693811014541
20392 361.2696825570596
20393 361.2699839909396
20394 361.2702854032033
20395 361.2705867940321
20396 361.2708881636512
20397 361.2711895123751
20398 361.2714908405239
20399 361.2717921483943
20400 361.2720934362818
20401 361.2723947044508
20402 361.2726959531058
20403 361.2729971824431
20404 361.2732983925688
20405 361.2735995835668
20406 361.2739007554754
20407 361.2742019083096
20408 361.2745030420531
20409 361.2748041566812
20410 361.2751052521506
20411 361.2754063284255
20412 361.2757073854564
20413 361.2760084232191
20414 361.2763094416925
20415 361.2766104408711
20416 361.2769114207419
20417 361.2772123813155
20418 361.2775133225925
20419 361.2778142445835
20420 361.2781151472893
20421 361.2784160306998
20422 361.2787168948096
20423 361.2790177396108
20424 361.2793185650744
20425 361.2796193711692
20426 361.2799201578588
20427 361.2802209250932
20428 361.2805216728451
20429 361.2808224010624
20430 361.2811231097049
20431 361.2814237987188
20432 361.2817244680642
20433 361.2820251177019
20434 361.282325747602
20435 361.2826263577298
20436 361.2829269480442
20437 361.2832275185343
20438 361.2835280691788
20439 361.2838285999492
20440 361.2841291108485
20441 361.2844296018671
20442 361.2847300730273
20443 361.2850305242994
20444 361.2853309557062
20445 361.2856313672344
20446 361.2859317588747
20447 361.2862321306176
20448 361.2865324824471
20449 361.2868328143543
20450 361.2871331263188
20451 361.2874334183359
20452 361.2877336903824
20453 361.2880339424623
20454 361.2883341745431
20455 361.2886343866172
20456 361.2889345786565
20457 361.2892347506399
20458 361.2895349025371
20459 361.2898350343269
20460 361.2901351459743
20461 361.2904352374429
20462 361.2907353086886
20463 361.2910353596984
20464 361.2913353904199
20465 361.2916354009311
20466 361.2919353912471
20467 361.2922353613918
20468 361.2925353113482
20469 361.2928352411091
20470 361.2931351506702
20471 361.2934350399884
20472 361.2937349090691
20473 361.2940347578854
20474 361.2943345864393
20475 361.2946343947166
20476 361.2949341827328
20477 361.29523395047
20478 361.2955336979491
20479 361.2958334251661
20480 361.2961331321627
20481 361.2964328189232
20482 361.2967324854752
20483 361.2970321318293
20484 361.297331758007
20485 361.2976313640282
20486 361.2979309498826
20487 361.2982305156039
20488 361.2985300612078
20489 361.2988295867034
20490 361.2991290921103
20491 361.2994285774315
20492 361.2997280426887
20493 361.3000274878953
20494 361.3003269130536
20495 361.3006263181865
20496 361.3009257031514
20497 361.3012250680751
20498 361.3015244129855
20499 361.3018237378832
20500 361.3021230427875
20501 361.3024223277127
20502 361.3027215926656
20503 361.3030208376678
20504 361.3033200627101
20505 361.3036192678125
20506 361.3039184529783
20507 361.3042176182253
20508 361.3045167635591
20509 361.3048158889874
20510 361.3051149945197
20511 361.3054140801556
20512 361.305713145914
20513 361.3060121918101
20514 361.3063112178495
20515 361.3066102240289
20516 361.3069092103647
20517 361.3072081768564
20518 361.3075071235173
20519 361.3078060503302
20520 361.3081049572864
20521 361.3084038443847
20522 361.308702711594
20523 361.3090015588942
20524 361.3093003862702
20525 361.3095991936909
20526 361.309897981135
20527 361.3101967485799
20528 361.3104954960068
20529 361.3107942234151
20530 361.3110929307835
20531 361.3113916181203
20532 361.3116902854199
20533 361.3119889327053
20534 361.3122875599688
20535 361.3125861672371
20536 361.3128847545072
20537 361.3131833218206
20538 361.3134818691761
20539 361.3137803966001
20540 361.3140789041235
20541 361.3143773917499
20542 361.3146758595257
20543 361.3149743074457
20544 361.3152727355381
20545 361.315571143826
20546 361.3158695323181
20547 361.3161679010381
20548 361.3164662500037
20549 361.3167645792253
20550 361.3170628887185
20551 361.3173611784835
20552 361.3176594485346
20553 361.3179576988838
20554 361.3182559476388
20555 361.3185542163556
20556 361.3188525124983
20557 361.3191508355517
20558 361.3194491862905
20559 361.3197475582695
20560 361.3200459436266
20561 361.3203443349373
20562 361.3206427260196
20563 361.320941112018
20564 361.3212394892228
20565 361.3215378548852
20566 361.3218362069686
20567 361.322134543958
20568 361.3224328647331
20569 361.322731168442
20570 361.3230294544418
20571 361.323327722245
20572 361.3236259714886
20573 361.3239242018823
20574 361.3242224132255
20575 361.3245206053535
20576 361.3248187781653
20577 361.3251169315612
20578 361.3254150654798
20579 361.3257131796693
20580 361.3260112732775
20581 361.3263093465512
20582 361.3266073994178
20583 361.3269054316532
20584 361.3272034429705
20585 361.3275014331363
20586 361.327799401956
20587 361.3280973493229
20588 361.3283952752193
20589 361.3286931796988
20590 361.3289910628685
20591 361.329288924833
20592 361.3295867657229
20593 361.3298845856125
20594 361.3301823845586
20595 361.3304801625567
20596 361.3307779195612
20597 361.3310756555222
20598 361.3313733703531
20599 361.3316710639502
20600 361.3319687362277
20601 361.3322663870981
20602 361.332564016507
20603 361.3328616244002
20604 361.333159210755
20605 361.3334567755865
20606 361.3337543189057
20607 361.3340518407438
20608 361.3343493411406
20609 361.3346468201474
20610 361.3349442778198
20611 361.3352417142059
20612 361.3355391293495
20613 361.3358365232742
20614 361.3361338960157
20615 361.3364312475589
20616 361.3367285779207
20617 361.3370258870794
20618 361.3373231750478
20619 361.3376204418306
20620 361.3379176874425
20621 361.3382149119099
20622 361.3385121152434
20623 361.3388092974638
20624 361.3391064585766
20625 361.3394035986081
20626 361.3397007175558
20627 361.3399978154261
20628 361.340294892209
20629 361.3405919479003
20630 361.3408889824651
20631 361.3411859958858
20632 361.3414829881231
20633 361.3417799591487
20634 361.3420769089191
20635 361.3423738373967
20636 361.3426707445488
20637 361.3429676303462
20638 361.3432644947528
20639 361.3435613377735
20640 361.3438581593954
20641 361.3441549596199
20642 361.3444517384804
20643 361.3447484959842
20644 361.3450452321533
20645 361.3453419470593
20646 361.3456386407947
20647 361.3459353134746
20648 361.3462319652195
20649 361.3465285961671
20650 361.3468252064174
20651 361.3471217960608
20652 361.3474183651671
20653 361.3477149137788
20654 361.3480114418966
20655 361.3483079495358
20656 361.3486044366689
20657 361.3489009032637
20658 361.3491973492802
20659 361.3494937746689
20660 361.3497901793978
20661 361.350086563426
20662 361.3503829267222
20663 361.350679269251
20664 361.350975590997
20665 361.35127189195
20666 361.3515681720922
20667 361.3518644314132
20668 361.352160669905
20669 361.3524568875749
20670 361.3527530844189
20671 361.3530492604565
20672 361.3533454156798
20673 361.3536415500841
20674 361.3539376636842
20675 361.3542337564633
20676 361.3545298284253
20677 361.3548258795555
20678 361.355121909858
20679 361.355417919308
20680 361.3557139079079
20681 361.356009875634
20682 361.3563058224768
20683 361.3566017484291
20684 361.3568976534792
20685 361.357193537633
20686 361.3574894008827
20687 361.3577852432324
20688 361.3580810646827
20689 361.358376865243
20690 361.358672644917
20691 361.358968403699
20692 361.3592641415968
20693 361.3595598586195
20694 361.359855554764
20695 361.3601512300879
20696 361.3604468846341
20697 361.3607425184519
20698 361.3610381315655
20699 361.3613337239463
20700 361.3616292956035
20701 361.3619248291021
20702 361.3622202977782
20703 361.3625156983368
20704 361.3628110356534
20705 361.3631063204966
20706 361.3634015651879
20707 361.3636967807088
20708 361.3639919754348
20709 361.3642871549681
20710 361.3645823225998
20711 361.3648774799406
20712 361.365172627487
20713 361.3654677650865
20714 361.3657628922482
20715 361.3660580083373
20716 361.3663531126755
20717 361.3666482046077
20718 361.3669432834935
20719 361.3672383487244
20720 361.3675333997304
20721 361.3678284359545
20722 361.3681234568812
20723 361.3684184620199
20724 361.3687134508844
20725 361.3690084230351
20726 361.3693033780547
20727 361.3695983084608
20728 361.3698931968344
20729 361.3701880262431
20730 361.3704828037148
20731 361.37077754339
20732 361.371072257602
20733 361.3713669539317
20734 361.3716616355518
20735 361.3719563027877
20736 361.3722509545385
20737 361.3725455893482
20738 361.3728402059245
20739 361.3731348033569
20740 361.3734293811125
20741 361.3737239388954
20742 361.3740184765944
20743 361.3743129941745
20744 361.3746074916431
20745 361.3749019689887
20746 361.3751964262054
20747 361.3754908632809
20748 361.3757852801704
20749 361.3760796768649
20750 361.376374052914
20751 361.376668398313
20752 361.3769627007338
20753 361.3772569499587
20754 361.3775511392714
20755 361.3778452659533
20756 361.3781393371269
20757 361.3784333636669
20758 361.378727350195
20759 361.379021299906
20760 361.3793152158119
20761 361.3796091009505
20762 361.3799029582606
20763 361.380196790442
20764 361.3804906103713
20765 361.3807844796455
20766 361.3810784097667
20767 361.3813723954044
20768 361.381666426425
20769 361.3819604924715
20770 361.3822545844996
20771 361.3825486950511
20772 361.382842818184
20773 361.3831369490813
20774 361.3834310838898
20775 361.3837252195057
20776 361.384019353405
20777 361.3843134833452
20778 361.3846076073371
20779 361.3849017237188
20780 361.3851958311023
20781 361.3854899283249
20782 361.3857840144507
20783 361.3860780887232
20784 361.3863721505174
20785 361.3866661993003
20786 361.3869602346106
20787 361.3872542560156
20788 361.3875482631283
20789 361.3878422554246
20790 361.3881362320647
20791 361.3884301925461
20792 361.3887241364433
20793 361.3890180631558
20794 361.3893119718996
20795 361.3896058618556
20796 361.3898997322857
20797 361.3901935826058
20798 361.3904874124258
20799 361.3907812215816
20800 361.3910750101012
20801 361.3913687781635
20802 361.3916625031839
20803 361.3919561895141
20804 361.3922498434418
20805 361.3925434692281
20806 361.392837069874
20807 361.3931306475026
20808 361.3934242036373
20809 361.393717739394
20810 361.3940112555657
20811 361.3943047527084
20812 361.3945982312021
20813 361.394891691286
20814 361.395185133111
20815 361.3954785567431
20816 361.3957719621918
20817 361.3960653494162
20818 361.3963587183729
20819 361.3966520689823
20820 361.3969454011568
20821 361.3972387148169
20822 361.3975320098956
20823 361.3978252863078
20824 361.3981185439838
20825 361.3984117828692
20826 361.3987050029019
20827 361.3989982040345
20828 361.399291386231
20829 361.3995845494608
20830 361.39987769368
20831 361.4001708188582
20832 361.4004639249705
20833 361.4007570119787
20834 361.4010500798618
20835 361.4013431285696
20836 361.4016361580646
20837 361.4019291682903
20838 361.4022221592052
20839 361.4025151307607
20840 361.4028080829023
20841 361.4031010155744
20842 361.403393928721
20843 361.4036868222986
20844 361.4039796962749
20845 361.4042725506021
20846 361.4045653852564
20847 361.4048582001935
20848 361.4051509954043
20849 361.4054437708544
20850 361.4057365265383
20851 361.4060292624323
20852 361.4063219785285
20853 361.4066146748327
20854 361.4069073513381
20855 361.4072000080542
20856 361.4074926450031
20857 361.4077852622017
20858 361.408077859685
20859 361.4083704374477
20860 361.408662995521
20861 361.4089555338859
20862 361.4092480525258
20863 361.4095405513574
20864 361.4098330302729
20865 361.4101254887952
20866 361.410417926126
20867 361.4107103419161
20868 361.4110027359649
20869 361.4112951080125
20870 361.4115874578692
20871 361.4118797853961
20872 361.4121720905004
20873 361.4124643748821
20874 361.4127566372451
20875 361.4130488775719
20876 361.4133410958918
20877 361.4136332922591
20878 361.4139254667465
20879 361.4142176194318
20880 361.4145097503984
20881 361.4148018597112
20882 361.4150939474553
20883 361.4153860137138
20884 361.4156780585713
20885 361.4159700821312
20886 361.4162620844773
20887 361.4165540657247
20888 361.4168460259754
20889 361.4171379653314
20890 361.4174298839009
20891 361.4177217817855
20892 361.4180136590746
20893 361.4183055158432
20894 361.4185973521944
20895 361.4188891682019
20896 361.4191809638883
20897 361.4194727392829
20898 361.4197644943783
20899 361.4200562291477
20900 361.4203479434831
20901 361.4206396372429
20902 361.4209313102333
20903 361.4212229622227
20904 361.4215145929203
20905 361.4218062020253
20906 361.422097789217
20907 361.4223893541878
20908 361.4226808967367
20909 361.4229724166902
20910 361.4232639139354
20911 361.4235553884535
20912 361.4238468402658
20913 361.4241382694556
20914 361.4244296761465
20915 361.4247210605111
20916 361.4250124227089
20917 361.4253037629105
20918 361.425595081262
20919 361.4258863778909
20920 361.4261776529266
20921 361.4264689064764
20922 361.4267601386092
20923 361.4270513494234
20924 361.4273425389849
20925 361.4276337073592
20926 361.427924854622
20927 361.4282159808426
20928 361.4285070860892
20929 361.4287981704457
20930 361.429089232444
20931 361.4293802733189
20932 361.4296712931986
20933 361.4299622922203
20934 361.4302532704876
20935 361.4305442281035
20936 361.4308351651654
20937 361.4311260817574
20938 361.4314169779595
20939 361.4317078538302
20940 361.4319987087276
20941 361.4322895410981
20942 361.4325803495688
20943 361.4328711330698
20944 361.4331618910299
20945 361.4334526233257
20946 361.4337433302557
20947 361.4340340124277
20948 361.4343246706387
20949 361.4346153069696
20950 361.4349059244149
20951 361.4351965238081
20952 361.4354871056595
20953 361.4357776702531
20954 361.4360682177131
20955 361.4363587480476
20956 361.4366492611941
20957 361.436939757033
20958 361.4372302354362
20959 361.4375206962449
20960 361.4378111393108
20961 361.43810156449
20962 361.4383919716382
20963 361.4386823606376
20964 361.4389727314293
20965 361.4392630840027
20966 361.4395534183386
20967 361.4398437344275
20968 361.4401340322659
20969 361.4404243118586
20970 361.4407145725974
20971 361.4410048141035
20972 361.4412950358814
20973 361.4415852372967
20974 361.4418754176373
20975 361.4421655762317
20976 361.4424557125623
20977 361.4427458262632
20978 361.4430359171647
20979 361.443325985309
20980 361.4436160309139
20981 361.4439060543506
20982 361.4441960560843
20983 361.4444860366461
20984 361.4447759965925
20985 361.4450659364585
20986 361.4453558401716
20987 361.4456457039032
20988 361.4459355273922
20989 361.4462253136411
20990 361.4465150673951
20991 361.4468047937701
20992 361.4470944973457
20993 361.4473841817563
20994 361.4476738496434
20995 361.447963502767
20996 361.4482531421646
20997 361.4485427683822
20998 361.4488323815892
20999 361.4491219817479
21000 361.4494115686559
21001 361.4497011420464
21002 361.4499907015983
21003 361.4502802469668
21004 361.4505697777984
21005 361.4508592937392
21006 361.4511487944631
21007 361.4514382796406
21008 361.4517277489746
21009 361.4520172021805
21010 361.452306639582
21011 361.4525960628999
21012 361.4528854715319
21013 361.4531748649508
21014 361.4534642427301
21015 361.4537536044815
21016 361.4540429498762
21017 361.4543322786325
21018 361.4546215905048
21019 361.4549108852759
21020 361.4552001627562
21021 361.4554894227911
21022 361.4557786652331
21023 361.456067889947
21024 361.4563570968245
21025 361.4566462857602
21026 361.4569354566719
21027 361.4572246094609
21028 361.4575137440744
21029 361.4578028604381
21030 361.4580919584878
21031 361.458381038177
21032 361.4586700994456
21033 361.4589591422621
21034 361.4592481665869
21035 361.4595371723806
21036 361.4598261596023
21037 361.4601151282204
21038 361.4604040781996
21039 361.4606930095135
21040 361.4609819221451
21041 361.4612708160739
21042 361.461559691255
21043 361.4618485476928
21044 361.4621373853533
21045 361.4624262042239
21046 361.4627150042895
21047 361.4630037855526
21048 361.4632925479885
21049 361.4635812916061
21050 361.4638700164183
21051 361.4641587224368
21052 361.464447409689
21053 361.4647360781933
21054 361.4650247280189
21055 361.4653133591892
21056 361.4656019717648
21057 361.4658905657936
21058 361.4661791283924
21059 361.4664676599421
21060 361.4667561640417
21061 361.4670446431534
21062 361.4673330989767
21063 361.4676215327068
21064 361.46790994519
21065 361.4681983370271
21066 361.4684867086693
21067 361.4687750604388
21068 361.4690633925594
21069 361.4693517051895
21070 361.4696399984405
21071 361.4699282723567
21072 361.4702165269533
21073 361.4705047621854
21074 361.4707929779626
21075 361.4710811741672
21076 361.4713693506345
21077 361.4716575071573
21078 361.4719456435329
21079 361.4722337595342
21080 361.4725218549347
21081 361.4728099295328
21082 361.4730979831349
21083 361.4733860155995
21084 361.4736740267928
21085 361.4739620166221
21086 361.4742499850501
21087 361.4745379320506
21088 361.4748258576415
21089 361.475113761847
21090 361.4754016447387
21091 361.4756895063819
21092 361.4759773468612
21093 361.4762651662488
21094 361.4765529646534
21095 361.4768407421655
21096 361.4771284988917
21097 361.4774162349257
21098 361.4777039503668
21099 361.4779916452928
21100 361.4782793198058
21101 361.4785669739692
21102 361.4788546078681
21103 361.4791422215683
21104 361.4794298151212
21105 361.4797173885951
21106 361.4800049420342
21107 361.4802924754865
21108 361.4805799889983
21109 361.4808674825962
21110 361.4811549562885
21111 361.4814424102112
21112 361.4817298487696
21113 361.4820172761609
21114 361.4823046956156
21115 361.4825921088753
21116 361.482879516047
21117 361.483166915647
21118 361.4834543049685
21119 361.4837416805506
21120 361.4840290387329
21121 361.4843163760231
21122 361.484603689432
21123 361.4848909765867
21124 361.4851782357904
21125 361.4854654659537
21126 361.4857526665386
21127 361.4860398374317
21128 361.4863269788114
21129 361.4866140911207
21130 361.4869011749438
21131 361.48718823092
21132 361.4874752597476
21133 361.487762262112
21134 361.4880492386801
21135 361.4883361900913
21136 361.4886231169279
21137 361.4889100197231
21138 361.489196898973
21139 361.489483754993
21140 361.489770587874
21141 361.4900573973857
21142 361.4903441830441
21143 361.490630944183
21144 361.4909176801054
21145 361.4912043902
21146 361.4914910740513
21147 361.4917777314693
21148 361.4920643625343
21149 361.492350967536
21150 361.4926375469626
21151 361.492924101443
21152 361.4932106316706
21153 361.4934971383878
21154 361.493783622358
21155 361.494070084111
21156 361.4943565240206
21157 361.4946429422926
21158 361.4949293386861
21159 361.4952157128075
21160 361.4955020642985
21161 361.4957883928457
21162 361.4960746982954
21163 361.4963609806093
21164 361.4966472399274
21165 361.4969334765634
21166 361.4972196909594
21167 361.4975058836636
21168 361.4977920552765
21169 361.4980782064535
21170 361.4983643377864
21171 361.4986504498418
21172 361.4989365431191
21173 361.4992226180306
21174 361.4995086749028
21175 361.4997947139809
21176 361.5000807354425
21177 361.5003667393829
21178 361.5006527258751
21179 361.5009386949238
21180 361.5012246465009
21181 361.5015105805695
21182 361.501796497051
21183 361.5020823958723
21184 361.502368276933
21185 361.5026541401275
21186 361.5029399853789
21187 361.5032258125782
21188 361.5035116216236
21189 361.5037974124218
21190 361.5040831848861
21191 361.5043689389124
21192 361.5046546744314
21193 361.5049403913382
21194 361.50522608957
21195 361.5055117690327
21196 361.5057974296601
21197 361.5060830713722
21198 361.5063686940975
21199 361.5066542977744
21200 361.506939882314
21201 361.5072254476709
21202 361.5075109937714
21203 361.5077965205205
21204 361.5080820278552
21205 361.508367515669
21206 361.5086529838659
21207 361.5089384323008
21208 361.5092238608211
21209 361.5095092692283
21210 361.5097946572969
21211 361.5100800247645
21212 361.5103653713271
21213 361.510650696665
21214 361.5109360004453
21215 361.5112212823265
21216 361.5115065419783
21217 361.5117917790807
21218 361.5120769933524
21219 361.512362184526
21220 361.5126473524028
21221 361.5129324968141
21222 361.513217617567
21223 361.5135027146284
21224 361.5137877880143
21225 361.5140728377964
21226 361.5143578640436
21227 361.5146428669739
21228 361.5149278466513
21229 361.5152128031877
21230 361.5154977367703
21231 361.5157826475995
21232 361.516067535895
21233 361.5163524018574
21234 361.5166372456905
21235 361.5169220675263
21236 361.5172068675048
21237 361.5174916457029
21238 361.517776402168
21239 361.5180611369114
21240 361.5183458499259
21241 361.5186305411765
21242 361.5189152106364
21243 361.5191998582441
21244 361.5194844839626
21245 361.5197690877619
21246 361.5200536696142
21247 361.5203382294998
21248 361.5206227674274
21249 361.5209072834087
21250 361.5211917774682
21251 361.5214762496477
21252 361.5217606999933
21253 361.5220451285533
21254 361.5223295353942
21255 361.5226139205823
21256 361.5228982841667
21257 361.5231826262308
21258 361.5234669468396
21259 361.5237512460568
21260 361.5240355239455
21261 361.5243197805798
21262 361.524604016006
21263 361.5248882302944
21264 361.5251724234898
21265 361.5254565956454
21266 361.525740746795
21267 361.5260248769823
21268 361.5263089862324
21269 361.5265930745722
21270 361.5268771420226
21271 361.5271611885989
21272 361.5274452143014
21273 361.5277292191437
