"report-file-1"
"Iteration" "mass-flow-rate_inlet"
("Iteration" "mass-flow-rate_inlet")
28744 4.246369630507378e-05
28745 4.246367139321566e-05
28746 4.246364648347752e-05
28747 4.246362157586227e-05
28748 4.24635966703693e-05
28749 4.246357176700038e-05
28750 4.246354686575675e-05
28751 4.246352196663868e-05
28752 4.246349706964649e-05
28753 4.246347217478211e-05
28754 4.246344728204462e-05
28755 4.246342239143477e-05
28756 4.246339750295266e-05
28757 4.246337261659953e-05
28758 4.246334773237409e-05
28759 4.246332285027657e-05
28760 4.246329797030855e-05
28761 4.246327309246815e-05
28762 4.246324821675705e-05
28763 4.246322334317435e-05
28764 4.246319847172049e-05
28765 4.246317360239462e-05
28766 4.246314873519777e-05
28767 4.246312387012955e-05
28768 4.24630990071897e-05
28769 4.24630741463787e-05
28770 4.246304928769689e-05
28771 4.246302443114481e-05
28772 4.246299957672167e-05
28773 4.246297472442754e-05
28774 4.24629498742627e-05
28775 4.246292502622578e-05
28776 4.246290018031755e-05
28777 4.246287533653715e-05
28778 4.246285049488557e-05
28779 4.246282565535995e-05
28780 4.246280081795926e-05
28781 4.24627759826818e-05
28782 4.246275114952472e-05
28783 4.246272631848621e-05
28784 4.246270148956395e-05
28785 4.246267666275755e-05
28786 4.246265183806351e-05
28787 4.246262701547948e-05
28788 4.24626021950047e-05
28789 4.246257737663888e-05
28790 4.246255256038447e-05
28791 4.246252774624491e-05
28792 4.246250293422494e-05
28793 4.246247812433034e-05
28794 4.246245331656669e-05
28795 4.246242851094066e-05
28796 4.246240370745885e-05
28797 4.246237890612571e-05
28798 4.246235410694802e-05
28799 4.246232930992942e-05
28800 4.246230451507534e-05
28801 4.24622797223907e-05
28802 4.246225493187247e-05
28803 4.246223014351913e-05
28804 4.246220535733029e-05
28805 4.246218057330349e-05
28806 4.246215579143698e-05
28807 4.246213101173021e-05
28808 4.246210623418081e-05
28809 4.246208145878617e-05
28810 4.246205668554547e-05
28811 4.246203191445698e-05
28812 4.246200714551722e-05
28813 4.246198237872597e-05
28814 4.246195761408123e-05
28815 4.246193285158176e-05
28816 4.246190809122639e-05
28817 4.246188333301303e-05
28818 4.246185857694041e-05
28819 4.246183382300789e-05
28820 4.246180907121559e-05
28821 4.246178432156223e-05
28822 4.246175957404894e-05
28823 4.246173482867574e-05
28824 4.246171008544354e-05
28825 4.246168534435139e-05
28826 4.246166060540064e-05
28827 4.246163586859102e-05
28828 4.24616111339214e-05
28829 4.246158640139258e-05
28830 4.246156167100297e-05
28831 4.246153694275094e-05
28832 4.246151221663669e-05
28833 4.246148749265766e-05
28834 4.246146277081284e-05
28835 4.246143805110037e-05
28836 4.246141333351923e-05
28837 4.246138861806741e-05
28838 4.246136390474335e-05
28839 4.246133919354491e-05
28840 4.246131448447152e-05
28841 4.246128977752148e-05
28842 4.246126507269246e-05
28843 4.246124036998395e-05
28844 4.246121566939433e-05
28845 4.246119097092169e-05
28846 4.24611662745666e-05
28847 4.246114158032607e-05
28848 4.246111688819952e-05
28849 4.246109219818718e-05
28850 4.246106751028778e-05
28851 4.246104282449988e-05
28852 4.246101814082339e-05
28853 4.246099345925844e-05
28854 4.246096877980316e-05
28855 4.246094410245662e-05
28856 4.24609194272112e-05
28857 4.246089475405887e-05
28858 4.246087008298881e-05
28859 4.246084541399077e-05
28860 4.24608207470754e-05
28861 4.246079608225645e-05
28862 4.24607714195512e-05
28863 4.246074675897809e-05
28864 4.246072210055401e-05
28865 4.246069744429479e-05
28866 4.246067279021348e-05
28867 4.246064813831805e-05
28868 4.246062348861237e-05
28869 4.246059884109895e-05
28870 4.246057419577422e-05
28871 4.246054955263324e-05
28872 4.246052491166894e-05
28873 4.246050027287296e-05
28874 4.246047563623549e-05
28875 4.246045100174768e-05
28876 4.246042636939861e-05
28877 4.246040173918027e-05
28878 4.246037711108436e-05
28879 4.24603524851026e-05
28880 4.246032786122865e-05
28881 4.246030323945741e-05
28882 4.246027861978397e-05
28883 4.246025400220548e-05
28884 4.246022938671878e-05
28885 4.246020477332176e-05
28886 4.24601801620138e-05
28887 4.246015555279493e-05
28888 4.246013094566457e-05
28889 4.246010634062319e-05
28890 4.246008173767163e-05
28891 4.246005713681181e-05
28892 4.246003253804344e-05
28893 4.246000794136894e-05
28894 4.24599833467899e-05
28895 4.245995875430612e-05
28896 4.245993416392074e-05
28897 4.245990957563488e-05
28898 4.24598849894488e-05
28899 4.245986040536579e-05
28900 4.245983582338562e-05
28901 4.245981124350927e-05
28902 4.245978666573925e-05
28903 4.245976209007574e-05
28904 4.245973751651934e-05
28905 4.245971294507129e-05
28906 4.245968837573409e-05
28907 4.245966380850641e-05
28908 4.245963924339013e-05
28909 4.245961468038682e-05
28910 4.245959011949629e-05
28911 4.245956556072025e-05
28912 4.245954100405915e-05
28913 4.245951644951229e-05
28914 4.245949189708035e-05
28915 4.245946734676087e-05
28916 4.24594427985522e-05
28917 4.245941825245369e-05
28918 4.245939370846213e-05
28919 4.245936916657552e-05
28920 4.24593446267933e-05
28921 4.245932008911514e-05
28922 4.245929555354105e-05
28923 4.245927102007163e-05
28924 4.245924648870914e-05
28925 4.245922195945631e-05
28926 4.24591974323147e-05
28927 4.245917290728758e-05
28928 4.245914838437827e-05
28929 4.245912386358826e-05
28930 4.245909934492092e-05
28931 4.245907482837631e-05
28932 4.245905031395668e-05
28933 4.245902580166281e-05
28934 4.245900129149418e-05
28935 4.245897678345146e-05
28936 4.245895227753295e-05
28937 4.245892777373926e-05
28938 4.24589032720673e-05
28939 4.245887877251744e-05
28940 4.245885427508782e-05
28941 4.245882977977753e-05
28942 4.245880528658541e-05
28943 4.245878079550885e-05
28944 4.245875630654658e-05
28945 4.2458731819698e-05
28946 4.245870733495933e-05
28947 4.245868285232968e-05
28948 4.245865837180598e-05
28949 4.245863389338648e-05
28950 4.245860941706931e-05
28951 4.245858494285311e-05
28952 4.245856047073585e-05
28953 4.245853600071717e-05
28954 4.24585115327958e-05
28955 4.245848706697168e-05
28956 4.24584626032306e-05
28957 4.245843814150464e-05
28958 4.245841368183792e-05
28959 4.245838922429791e-05
28960 4.245836476896078e-05
28961 4.245834031589308e-05
28962 4.245831586514528e-05
28963 4.245829141674898e-05
28964 4.245826697070848e-05
28965 4.245824252701181e-05
28966 4.245821808563057e-05
28967 4.245819364652777e-05
28968 4.245816920966539e-05
28969 4.245814477500033e-05
28970 4.245812034249433e-05
28971 4.245809591211171e-05
28972 4.245807148382138e-05
28973 4.245804705759802e-05
28974 4.24580226334195e-05
28975 4.245799821127121e-05
28976 4.245797379113946e-05
28977 4.245794937301812e-05
28978 4.245792495690034e-05
28979 4.24579005427844e-05
28980 4.245787613066998e-05
28981 4.245785172055813e-05
28982 4.245782731245151e-05
28983 4.245780290635375e-05
28984 4.245777850226813e-05
28985 4.245775410019844e-05
28986 4.24577297001511e-05
28987 4.245770530212874e-05
28988 4.245768090613661e-05
28989 4.245765651217834e-05
28990 4.245763212025804e-05
28991 4.245760773037936e-05
28992 4.245758334254545e-05
28993 4.24575589567604e-05
28994 4.245753457302569e-05
28995 4.245751019134377e-05
28996 4.245748581171725e-05
28997 4.245746143414772e-05
28998 4.245743705863478e-05
28999 4.245741268517956e-05
29000 4.245738831378199e-05
29001 4.245736394444425e-05
29002 4.24573395771668e-05
29003 4.245731521195152e-05
29004 4.245729084880122e-05
29005 4.245726648771672e-05
29006 4.245724212870217e-05
29007 4.245721777175943e-05
29008 4.245719341688997e-05
29009 4.245716906409673e-05
29010 4.245714471338237e-05
29011 4.245712036474771e-05
29012 4.245709601819436e-05
29013 4.245707167372438e-05
29014 4.245704733133724e-05
29015 4.245702299103516e-05
29016 4.245699865281613e-05
29017 4.245697431668172e-05
29018 4.245694998262917e-05
29019 4.245692565065726e-05
29020 4.245690132076316e-05
29021 4.245687699294347e-05
29022 4.245685266719643e-05
29023 4.245682834351865e-05
29024 4.245680402190858e-05
29025 4.245677970236551e-05
29026 4.245675538488842e-05
29027 4.24567310694788e-05
29028 4.245670675613731e-05
29029 4.245668244486683e-05
29030 4.245665813566784e-05
29031 4.245663382854401e-05
29032 4.245660952349645e-05
29033 4.24565852205279e-05
29034 4.24565609196408e-05
29035 4.245653662083668e-05
29036 4.245651232411759e-05
29037 4.245648802948362e-05
29038 4.245646373693648e-05
29039 4.245643944647688e-05
29040 4.245641515810341e-05
29041 4.245639087181733e-05
29042 4.245636658761776e-05
29043 4.245634230550418e-05
29044 4.245631802547691e-05
29045 4.245629374753471e-05
29046 4.24562694716721e-05
29047 4.245624519788849e-05
29048 4.24562209261817e-05
29049 4.245619665655318e-05
29050 4.245617238900165e-05
29051 4.245614812352788e-05
29052 4.245612386013211e-05
29053 4.245609959881357e-05
29054 4.245607533957198e-05
29055 4.245605108240658e-05
29056 4.245602682731715e-05
29057 4.245600257430142e-05
29058 4.245597832336085e-05
29059 4.245595407449231e-05
29060 4.24559298276969e-05
29061 4.245590558297222e-05
29062 4.245588134031831e-05
29063 4.245585709973348e-05
29064 4.245583286121708e-05
29065 4.2455808624769e-05
29066 4.245578439038835e-05
29067 4.24557601580746e-05
29068 4.245573592782682e-05
29069 4.245571169964559e-05
29070 4.245568747353023e-05
29071 4.245566324948001e-05
29072 4.24556390274955e-05
29073 4.245561480757645e-05
29074 4.245559058972177e-05
29075 4.245556637393238e-05
29076 4.245554216020771e-05
29077 4.245551794854758e-05
29078 4.245549373895254e-05
29079 4.245546953142218e-05
29080 4.245544532595655e-05
29081 4.245542112256228e-05
29082 4.24553969212716e-05
29083 4.24553727220675e-05
29084 4.245534852491644e-05
29085 4.245532432978024e-05
29086 4.245530013662288e-05
29087 4.245527594541649e-05
29088 4.245525175614809e-05
29089 4.245522756881428e-05
29090 4.245520338342151e-05
29091 4.245517919998288e-05
29092 4.245515501851686e-05
29093 4.245513083904319e-05
29094 4.245510666158166e-05
29095 4.245508248615372e-05
29096 4.245505831277616e-05
29097 4.245503414146446e-05
29098 4.24550099722333e-05
29099 4.24549858050924e-05
29100 4.245496164005029e-05
29101 4.245493747711387e-05
29102 4.245491331628738e-05
29103 4.245488915757206e-05
29104 4.24548650009708e-05
29105 4.245484084648258e-05
29106 4.245481669410767e-05
29107 4.245479254384272e-05
29108 4.245476839568712e-05
29109 4.245474424963888e-05
29110 4.245472010569421e-05
29111 4.24546959638513e-05
29112 4.2454671824107e-05
29113 4.245464768645787e-05
29114 4.245462355090301e-05
29115 4.245459941743754e-05
29116 4.245457528605992e-05
29117 4.245455115676738e-05
29118 4.245452702955729e-05
29119 4.245450290442719e-05
29120 4.245447878137424e-05
29121 4.245445466039607e-05
29122 4.245443054149181e-05
29123 4.245440642465843e-05
29124 4.24543823098949e-05
29125 4.245435819719901e-05
29126 4.245433408656928e-05
29127 4.245430997800607e-05
29128 4.245428587150753e-05
29129 4.245426176707284e-05
29130 4.245423766470205e-05
29131 4.245421356439522e-05
29132 4.245418946615162e-05
29133 4.245416536997147e-05
29134 4.245414127585502e-05
29135 4.245411718380178e-05
29136 4.245409309381226e-05
29137 4.245406900588644e-05
29138 4.245404492002412e-05
29139 4.245402083622537e-05
29140 4.245399675449078e-05
29141 4.245397267481958e-05
29142 4.245394859721318e-05
29143 4.245392452166985e-05
29144 4.245390044819083e-05
29145 4.245387637677656e-05
29146 4.245385230742622e-05
29147 4.245382824014091e-05
29148 4.245380417491908e-05
29149 4.245378011176185e-05
29150 4.245375605066893e-05
29151 4.245373199163987e-05
29152 4.245370793467405e-05
29153 4.245368387977196e-05
29154 4.245365982693251e-05
29155 4.245363577615574e-05
29156 4.245361172744142e-05
29157 4.245358768078667e-05
29158 4.24535636361852e-05
29159 4.245353959364659e-05
29160 4.245351555316333e-05
29161 4.245349151472987e-05
29162 4.245346747834189e-05
29163 4.245344344400089e-05
29164 4.24534194117113e-05
29165 4.245339538148099e-05
29166 4.245337135332017e-05
29167 4.245334732723811e-05
29168 4.245332330324523e-05
29169 4.245329928134833e-05
29170 4.245327526155448e-05
29171 4.245325124386688e-05
29172 4.245322722828808e-05
29173 4.245320321481879e-05
29174 4.245317920345554e-05
29175 4.245315519419739e-05
29176 4.245313118703808e-05
29177 4.2453107181974e-05
29178 4.245308317899944e-05
29179 4.245305917810827e-05
29180 4.245303517929496e-05
29181 4.245301118255328e-05
29182 4.245298718787718e-05
29183 4.245296319526254e-05
29184 4.245293920470359e-05
29185 4.245291521619622e-05
29186 4.245289122973614e-05
29187 4.245286724531987e-05
29188 4.245284326294543e-05
29189 4.245281928260914e-05
29190 4.245279530431068e-05
29191 4.245277132804725e-05
29192 4.245274735381765e-05
29193 4.245272338162239e-05
29194 4.24526994114601e-05
29195 4.245267544332975e-05
29196 4.245265147722995e-05
29197 4.245262751316051e-05
29198 4.245260355111976e-05
29199 4.245257959110657e-05
29200 4.245255563312034e-05
29201 4.245253167715972e-05
29202 4.245250772322796e-05
29203 4.245248377132487e-05
29204 4.245245982145296e-05
29205 4.24524358736156e-05
29206 4.245241192781536e-05
29207 4.245238798405479e-05
29208 4.24523640423356e-05
29209 4.245234010265993e-05
29210 4.245231616502877e-05
29211 4.245229222944393e-05
29212 4.245226829590534e-05
29213 4.24522443644135e-05
29214 4.245222043496872e-05
29215 4.24521965075701e-05
29216 4.245217258221843e-05
29217 4.245214865894183e-05
29218 4.245212473773102e-05
29219 4.245210081851081e-05
29220 4.245207690122201e-05
29221 4.245205298584493e-05
29222 4.245202907240655e-05
29223 4.245200516096249e-05
29224 4.245198125157242e-05
29225 4.245195734427881e-05
29226 4.245193343909761e-05
29227 4.245190953602746e-05
29228 4.245188563505205e-05
29229 4.245186173615067e-05
29230 4.245183783930713e-05
29231 4.245181394450928e-05
29232 4.245179005175251e-05
29233 4.245176616103483e-05
29234 4.245174227235843e-05
29235 4.245171838572556e-05
29236 4.245169450113823e-05
29237 4.245167061859858e-05
29238 4.245164673810645e-05
29239 4.245162285966044e-05
29240 4.245159898326164e-05
29241 4.245157510890727e-05
29242 4.245155123659578e-05
29243 4.24515273663261e-05
29244 4.245150349809632e-05
29245 4.245147963190563e-05
29246 4.245145576775263e-05
29247 4.24514319056328e-05
29248 4.245140804554132e-05
29249 4.245138418747078e-05
29250 4.245136033141181e-05
29251 4.245133647735731e-05
29252 4.245131262530056e-05
29253 4.24512887752373e-05
29254 4.245126492716783e-05
29255 4.245124108109552e-05
29256 4.245121723702523e-05
29257 4.245119339496704e-05
29258 4.245116955493076e-05
29259 4.245114571692859e-05
29260 4.245112188097197e-05
29261 4.245109804707074e-05
29262 4.245107421523516e-05
29263 4.245105038547414e-05
29264 4.24510265577921e-05
29265 4.245100273219353e-05
29266 4.245097890867964e-05
29267 4.245095508725107e-05
29268 4.245093126790571e-05
29269 4.245090745063964e-05
29270 4.245088363544812e-05
29271 4.245085982232673e-05
29272 4.245083601126852e-05
29273 4.245081220226738e-05
29274 4.24507883953183e-05
29275 4.245076459041709e-05
29276 4.245074078755934e-05
29277 4.245071698674451e-05
29278 4.2450693187969e-05
29279 4.245066939123045e-05
29280 4.245064559652726e-05
29281 4.245062180385805e-05
29282 4.245059801322114e-05
29283 4.245057422461699e-05
29284 4.245055043804533e-05
29285 4.245052665350608e-05
29286 4.24505028710013e-05
29287 4.245047909053266e-05
29288 4.245045531210406e-05
29289 4.245043153571968e-05
29290 4.245040776138544e-05
29291 4.245038398910912e-05
29292 4.245036021889858e-05
29293 4.245033645076366e-05
29294 4.245031268471467e-05
29295 4.245028892075944e-05
29296 4.245026515890069e-05
29297 4.245024139915893e-05
29298 4.245021764158058e-05
29299 4.24501938862053e-05
29300 4.245017013305639e-05
29301 4.245014638214037e-05
29302 4.245012263345501e-05
29303 4.245009888698645e-05
29304 4.245007514271807e-05
29305 4.245005140062998e-05
29306 4.245002766070364e-05
29307 4.245000392291783e-05
29308 4.244998018725719e-05
29309 4.244995645370429e-05
29310 4.244993272224585e-05
29311 4.244990899286844e-05
29312 4.244988526556197e-05
29313 4.244986154031728e-05
29314 4.244983781712657e-05
29315 4.244981409598355e-05
29316 4.244979037688282e-05
29317 4.24497666598191e-05
29318 4.244974294478867e-05
29319 4.244971923178888e-05
29320 4.244969552081501e-05
29321 4.244967181186586e-05
29322 4.244964810493839e-05
29323 4.244962440003004e-05
29324 4.244960069713877e-05
29325 4.244957699626278e-05
29326 4.244955329740021e-05
29327 4.24495296005491e-05
29328 4.244950590570773e-05
29329 4.244948221287417e-05
29330 4.244945852204744e-05
29331 4.244943483322506e-05
29332 4.244941114640653e-05
29333 4.244938746158974e-05
29334 4.244936377877318e-05
29335 4.244934009795522e-05
29336 4.244931641913566e-05
29337 4.244929274231228e-05
29338 4.244926906748409e-05
29339 4.244924539464926e-05
29340 4.244922172380828e-05
29341 4.244919805496013e-05
29342 4.24491743881039e-05
29343 4.244915072324069e-05
29344 4.244912706037051e-05
29345 4.244910339949389e-05
29346 4.244907974061214e-05
29347 4.244905608372614e-05
29348 4.244903242883714e-05
29349 4.244900877594506e-05
29350 4.244898512505085e-05
29351 4.244896147615407e-05
29352 4.244893782925518e-05
29353 4.244891418435263e-05
29354 4.244889054144602e-05
29355 4.244886690053359e-05
29356 4.24488432616141e-05
29357 4.244881962468516e-05
29358 4.244879598974506e-05
29359 4.244877235679152e-05
29360 4.244874872582291e-05
29361 4.244872509683624e-05
29362 4.244870146983011e-05
29363 4.244867784480296e-05
29364 4.244865422175293e-05
29365 4.244863060067868e-05
29366 4.244860698157962e-05
29367 4.244858336445329e-05
29368 4.244855974929957e-05
29369 4.244853613611778e-05
29370 4.244851252490789e-05
29371 4.24484889156708e-05
29372 4.244846530840583e-05
29373 4.244844170311378e-05
29374 4.244841809979629e-05
29375 4.244839449845204e-05
29376 4.244837089908258e-05
29377 4.244834730168918e-05
29378 4.244832370626992e-05
29379 4.244830011282572e-05
29380 4.244827652135612e-05
29381 4.244825293186288e-05
29382 4.244822934434726e-05
29383 4.244820575880984e-05
29384 4.244818217525195e-05
29385 4.244815859367396e-05
29386 4.244813501407767e-05
29387 4.24481114364639e-05
29388 4.244808786083347e-05
29389 4.244806428718791e-05
29390 4.244804071552663e-05
29391 4.244801714585226e-05
29392 4.244799357816401e-05
29393 4.244797001246288e-05
29394 4.244794644875023e-05
29395 4.244792288702672e-05
29396 4.244789932729269e-05
29397 4.244787576954817e-05
29398 4.244785221379588e-05
29399 4.244782866003468e-05
29400 4.244780510826515e-05
29401 4.244778155848886e-05
29402 4.244775801070521e-05
29403 4.244773446491444e-05
29404 4.244771092111758e-05
29405 4.244768737931457e-05
29406 4.244766383950481e-05
29407 4.244764030168888e-05
29408 4.244761676586583e-05
29409 4.244759323203521e-05
29410 4.244756970019648e-05
29411 4.244754617034903e-05
29412 4.24475226424915e-05
29413 4.244749911662296e-05
29414 4.244747559273866e-05
29415 4.244745207083654e-05
29416 4.244742855091717e-05
29417 4.244740503297979e-05
29418 4.244738151702581e-05
29419 4.244735800305482e-05
29420 4.244733449106706e-05
29421 4.244731098106284e-05
29422 4.244728747304191e-05
29423 4.24472639670059e-05
29424 4.244724046295441e-05
29425 4.244721696088803e-05
29426 4.244719346080866e-05
29427 4.244716996271602e-05
29428 4.244714646661227e-05
29429 4.244712297249719e-05
29430 4.244709948037302e-05
29431 4.244707599024073e-05
29432 4.244705250210131e-05
29433 4.244702901595727e-05
29434 4.244700553181385e-05
29435 4.244698204967225e-05
29436 4.244695856953364e-05
29437 4.244693509139618e-05
29438 4.244691161525802e-05
29439 4.244688814111493e-05
29440 4.244686466896566e-05
29441 4.244684119880778e-05
29442 4.244681773064151e-05
29443 4.244679426446702e-05
29444 4.24467708002856e-05
29445 4.244674733809847e-05
29446 4.244672387790782e-05
29447 4.244670041971353e-05
29448 4.244667696351529e-05
29449 4.244665350931277e-05
29450 4.24466300571047e-05
29451 4.244660660689131e-05
29452 4.244658315867068e-05
29453 4.244655971244325e-05
29454 4.2446536268209e-05
29455 4.244651282596767e-05
29456 4.244648938571948e-05
29457 4.244646594746608e-05
29458 4.24464425112069e-05
29459 4.244641907694308e-05
29460 4.244639564467534e-05
29461 4.244637221440461e-05
29462 4.244634878613107e-05
29463 4.244632535985588e-05
29464 4.244630193557751e-05
29465 4.244627851329754e-05
29466 4.244625509301653e-05
29467 4.244623167473313e-05
29468 4.244620825844813e-05
29469 4.244618484416148e-05
29470 4.244616143187195e-05
29471 4.244613802157948e-05
29472 4.244611461328418e-05
29473 4.244609120698436e-05
29474 4.244606780268048e-05
29475 4.244604440037033e-05
29476 4.244602100005491e-05
29477 4.244599760173248e-05
29478 4.244597420540399e-05
29479 4.244595081106731e-05
29480 4.244592741872324e-05
29481 4.244590402837122e-05
29482 4.244588064001067e-05
29483 4.244585725364241e-05
29484 4.244583386926561e-05
29485 4.244581048688088e-05
29486 4.244578710648829e-05
29487 4.244576372808727e-05
29488 4.24457403516787e-05
29489 4.244571697726251e-05
29490 4.244569360483872e-05
29491 4.244567023440701e-05
29492 4.244564686596788e-05
29493 4.244562349952165e-05
29494 4.244560013506729e-05
29495 4.244557677260381e-05
29496 4.244555341213133e-05
29497 4.244553005364936e-05
29498 4.244550669715796e-05
29499 4.244548334265812e-05
29500 4.244545999014835e-05
29501 4.244543663962984e-05
29502 4.244541329110225e-05
29503 4.244538994456511e-05
29504 4.244536660001858e-05
29505 4.244534325746263e-05
29506 4.244531991689709e-05
29507 4.244529657832212e-05
29508 4.24452732417357e-05
29509 4.244524990713947e-05
29510 4.244522657453141e-05
29511 4.244520324391193e-05
29512 4.244517991528007e-05
29513 4.244515658863648e-05
29514 4.244513326397917e-05
29515 4.244510994130868e-05
29516 4.244508662062407e-05
29517 4.244506330192482e-05
29518 4.244503998521055e-05
29519 4.244501667048154e-05
29520 4.244499335773624e-05
29521 4.24449700469747e-05
29522 4.244494673819585e-05
29523 4.244492343140024e-05
29524 4.244490012658649e-05
29525 4.244487682375502e-05
29526 4.24448535229181e-05
29527 4.244483022415273e-05
29528 4.244480692743756e-05
29529 4.244478363275364e-05
29530 4.24447603400812e-05
29531 4.24447370494013e-05
29532 4.244471376069812e-05
29533 4.244469047395746e-05
29534 4.244466718917053e-05
29535 4.244464390632874e-05
29536 4.24446206254168e-05
29537 4.244459734642337e-05
29538 4.244457406934066e-05
29539 4.244455079417018e-05
29540 4.244452752091609e-05
29541 4.244450424958586e-05
29542 4.24444809801894e-05
29543 4.244445771273522e-05
29544 4.244443444723236e-05
29545 4.244441118368905e-05
29546 4.244438792211205e-05
29547 4.244436466250772e-05
29548 4.244434140488146e-05
29549 4.244431814923617e-05
29550 4.244429489557619e-05
29551 4.244427164390327e-05
29552 4.244424839421853e-05
29553 4.244422514652338e-05
29554 4.244420190081815e-05
29555 4.244417865710357e-05
29556 4.244415541537863e-05
29557 4.244413217564403e-05
29558 4.244410893789878e-05
29559 4.244408570214233e-05
29560 4.244406246837541e-05
29561 4.24440392365967e-05
29562 4.244401600680548e-05
29563 4.244399277900208e-05
29564 4.244396955318418e-05
29565 4.24439463293531e-05
29566 4.244392310750695e-05
29567 4.244389988764494e-05
29568 4.244387666976508e-05
29569 4.244385345386785e-05
29570 4.244383023994996e-05
29571 4.244380702801141e-05
29572 4.244378381805003e-05
29573 4.24437606100651e-05
29574 4.244373740405552e-05
29575 4.244371420001873e-05
29576 4.244369099795354e-05
29577 4.244366779786013e-05
29578 4.244364459973538e-05
29579 4.244362140357853e-05
29580 4.244359820938619e-05
29581 4.244357501715223e-05
29582 4.244355182687234e-05
29583 4.244352863854091e-05
29584 4.244350545215589e-05
29585 4.244348226771697e-05
29586 4.244345908522676e-05
29587 4.244343590468943e-05
29588 4.244341272611121e-05
29589 4.244338954949918e-05
29590 4.244336637486205e-05
29591 4.244334320220785e-05
29592 4.244332003154289e-05
29593 4.244329686287461e-05
29594 4.244327369620823e-05
29595 4.244325053154705e-05
29596 4.244322736889571e-05
29597 4.24432042082539e-05
29598 4.244318104962381e-05
29599 4.244315789300415e-05
29600 4.244313473839443e-05
29601 4.244311158579308e-05
29602 4.244308843519744e-05
29603 4.244306528660488e-05
29604 4.244304214001277e-05
29605 4.244301899541687e-05
29606 4.244299585281504e-05
29607 4.244297271220264e-05
29608 4.244294957357646e-05
29609 4.244292643693299e-05
29610 4.244290330226911e-05
29611 4.244288016957985e-05
29612 4.244285703886417e-05
29613 4.244283391011729e-05
29614 4.244281078333694e-05
29615 4.244278765851953e-05
29616 4.244276453566407e-05
29617 4.244274141476713e-05
29618 4.244271829582646e-05
29619 4.244269517884172e-05
29620 4.244267206380978e-05
29621 4.244264895073124e-05
29622 4.244262583960356e-05
29623 4.244260273042764e-05
29624 4.244257962320357e-05
29625 4.244255651793071e-05
29626 4.24425334146089e-05
29627 4.244251031323908e-05
29628 4.244248721382045e-05
29629 4.244246411635214e-05
29630 4.244244102083615e-05
29631 4.244241792727034e-05
29632 4.244239483565623e-05
29633 4.244237174599215e-05
29634 4.24423486582799e-05
29635 4.24423255725178e-05
29636 4.244230248870599e-05
29637 4.244227940684509e-05
29638 4.244225632693453e-05
29639 4.244223324897465e-05
29640 4.244221017296516e-05
29641 4.244218709889745e-05
29642 4.244216402677292e-05
29643 4.244214095659437e-05
29644 4.244211788836304e-05
29645 4.244209482208016e-05
29646 4.244207175774484e-05
29647 4.244204869535918e-05
29648 4.244202563492211e-05
29649 4.244200257643392e-05
29650 4.244197951989434e-05
29651 4.244195646530372e-05
29652 4.244193341266175e-05
29653 4.244191036196891e-05
29654 4.244188731322339e-05
29655 4.244186426642782e-05
29656 4.24418412215803e-05
29657 4.24418181786811e-05
29658 4.244179513772944e-05
29659 4.244177209872517e-05
29660 4.244174906166872e-05
29661 4.244172602655882e-05
29662 4.244170299339538e-05
29663 4.244167996217758e-05
29664 4.244165693290664e-05
29665 4.24416339055804e-05
29666 4.244161088019998e-05
29667 4.244158785676444e-05
29668 4.244156483527389e-05
29669 4.244154181572765e-05
29670 4.244151879812604e-05
29671 4.244149578246942e-05
29672 4.24414727687574e-05
29673 4.244144975699005e-05
29674 4.244142674716824e-05
29675 4.244140373929215e-05
29676 4.24413807333607e-05
29677 4.244135772937558e-05
29678 4.244133472733634e-05
29679 4.244131172724402e-05
29680 4.244128872909811e-05
29681 4.244126573289981e-05
29682 4.244124273864836e-05
29683 4.244121974634538e-05
29684 4.244119675598918e-05
29685 4.244117376758188e-05
29686 4.244115078112283e-05
29687 4.244112779661224e-05
29688 4.244110481405053e-05
29689 4.244108183343696e-05
29690 4.244105885477292e-05
29691 4.244103587805719e-05
29692 4.244101290329081e-05
29693 4.244098993047356e-05
29694 4.244096695960564e-05
29695 4.244094399068612e-05
29696 4.244092102371545e-05
29697 4.244089805869465e-05
29698 4.244087509562181e-05
29699 4.244085213449807e-05
29700 4.244082917532255e-05
29701 4.244080621809591e-05
29702 4.244078326281712e-05
29703 4.244076030948676e-05
29704 4.24407373581043e-05
29705 4.244071440864572e-05
29706 4.244069146111454e-05
29707 4.244066851551297e-05
29708 4.24406455718441e-05
29709 4.244062263010833e-05
29710 4.244059969030749e-05
29711 4.244057675244194e-05
29712 4.244055381651119e-05
29713 4.244053088251672e-05
29714 4.244050795045753e-05
29715 4.24404850203359e-05
29716 4.244046209214979e-05
29717 4.244043916590044e-05
29718 4.244041624158815e-05
29719 4.244039331921276e-05
29720 4.244037039877379e-05
29721 4.244034748027233e-05
29722 4.244032456370724e-05
29723 4.244030164907975e-05
29724 4.244027873638919e-05
29725 4.244025582563546e-05
29726 4.244023291681888e-05
29727 4.244021000993886e-05
29728 4.244018710499475e-05
29729 4.244016420198506e-05
29730 4.24401413009073e-05
29731 4.244011840176004e-05
29732 4.244009550454184e-05
29733 4.244007260924831e-05
29734 4.244004971588021e-05
29735 4.244002682443538e-05
29736 4.244000393491324e-05
29737 4.243998104731532e-05
29738 4.243995816164362e-05
29739 4.243993527789961e-05
